literature_id,reaction_id,inhibitor_name,parameter_type,value,unit,error_margin,thermodynamics
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),ic50,,mM,,
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),ic50,1.14,mM,± 0.17,
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),ic50,0.27,mM,± 0.03,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),ic50,3.18,mM,± 0.18,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),ic50,3.0,mM,± 0.10,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),ic50,3.22,mM,± 0.39,
PMID32373581,reaction_1,Glycosylated Triterpenoid Saponin,ic50,5.0,µM,,
PMID32373581,reaction_2,2'-F-c-di-GMP,ic50,11.0,µM,,
PMID32373581,reaction_2,Ebselen,ic50,13.6,µM,,
PMID32373581,reaction_2,Sulfasalazine,ic50,360.0,µM,,
PMID32373581,reaction_2,Eprosartan,ic50,170.0,µM,,
PMID32373581,reaction_2,N-(4-anilinophenyl)benzamide,ic50,17.83,µM,,
PMID32373581,reaction_2,LP3134,ic50,45.0,µM,,
PMID32373581,reaction_3,c-di-inosinylic acid,ic50,100.0,µM,,
PMID32373581,reaction_4,Amb2250087,ic50,11.0,µM,,
PMID32373581,reaction_4,Amb379455,ic50,11.0,µM,,
PMID32373581,reaction_5,MANT-GTP,ic50,1.0,µM,,
PMID32373581,reaction_5,MANT-GTPγS,ic50,1.0,µM,,
PMID32373581,reaction_5,TNP-GTP,ic50,1.0,µM,,
PMID32373581,reaction_5,Sulfasalazine,ic50,200.0,µM,,
PMID32373581,reaction_5,Eprosartan,ic50,888.0,µM,,
PMID32373581,reaction_6,Ebselen,ic50,5.0,µM,,
PMID32373581,reaction_7,N-(4-anilinophenyl)benzamide,ic50,1.0,µM,,
PMID32373581,reaction_8,"[2- oxo-2-(2-oxopyrrolidin-1-yl)ethyl] 1,3-benzothiazole-6-carboxylate",ic50,4.0,µM,,
PMID32373581,reaction_8,"4-(2,5-dimethylphenoxy)-N-(4-morpholin-4-ylphenyl)butanamide",ic50,6.4,µM,,
PMID32399854,reaction_1,9a,ic50,0.5425,µM,± 0.0715,
PMID32399854,reaction_1,9b,ic50,0.1691,µM,± 0.0086,
PMID32399854,reaction_1,9c,ic50,0.1537,µM,± 0.0024,
PMID32399854,reaction_1,9d,ic50,0.0605,µM,± 0.0096,
PMID32399854,reaction_1,9e,ic50,0.2144,µM,± 0.0368,
PMID32399854,reaction_1,9f,ic50,0.3696,µM,± 0.2293,
PMID32399854,reaction_1,9g,ic50,0.3431,µM,± 0.0749,
PMID32399854,reaction_1,9h,ic50,0.2179,µM,± 0.0478,
PMID32399854,reaction_1,9i,ic50,0.0238,µM,± 0.0077,
PMID32399854,reaction_1,9j,ic50,0.0802,µM,± 0.0032,
PMID32399854,reaction_1,9k,ki,0.007,µM,,
PMID32399854,reaction_1,9k,ic50,0.0048,µM,± 0.0016,
PMID32399854,reaction_1,9l,ic50,0.6545,µM,± 0.0988,
PMID32399854,reaction_1,Kojic acid,ic50,16.832,µM,± 1.1600,
PMID32428392,reaction_3,GRL-0617,ic50,2.4,µM,± 0.2,
PMID32428392,reaction_3,compound 6,ic50,5.0,µM,± 1.9,
PMID32428392,reaction_3,7724772,ic50,23.5,µM,± 1.7,
PMID32428392,reaction_3,6577871,ic50,100.7,µM,± 4.76,
PMID32428392,reaction_3,9247873,ic50,200.0,µM,,
PMID32437808,reaction_1,Naringenin,ic50,2.6,µM,,
PMID32459092,reaction_1,PF-06928215,ic50,2.08,µM,± 0.32,
PMID32459092,reaction_1,RU.521,ic50,5.72,µM,± 0.32,
PMID32459092,reaction_1,Compound 18,ic50,29.88,µM,± 3.20,
PMID32459092,reaction_1,Compound S2,ic50,13.1,µM,± 0.09,
PMID32459092,reaction_1,Compound S3,ic50,4.9,µM,± 0.26,
PMID32459374,reaction_1_CaCYP51,5b,ic50,1.41,µM,,
PMID32459374,reaction_1_CaCYP51,5b,kd,87.0,nM,± 27,
PMID32459374,reaction_1_CaCYP51,5c,ic50,1.01,µM,,
PMID32459374,reaction_1_CaCYP51,5c,kd,60.0,nM,± 4,
PMID32459374,reaction_1_CaCYP51,5d,ic50,0.39,µM,,
PMID32459374,reaction_1_CaCYP51,5d,kd,17.0,nM,± 5,
PMID32459374,reaction_1_CaCYP51,5e,ic50,2.45,µM,,
PMID32459374,reaction_1_CaCYP51,5e,kd,83.0,nM,± 26,
PMID32459374,reaction_1_CaCYP51,5f,ic50,0.46,µM,,
PMID32459374,reaction_1_CaCYP51,5f,kd,62.0,nM,± 17,
PMID32459374,reaction_1_CaCYP51,5g,ic50,2.21,µM,,
PMID32459374,reaction_1_CaCYP51,5g,kd,144.0,nM,± 47,
PMID32459374,reaction_1_CaCYP51,5h,ic50,0.91,µM,,
PMID32459374,reaction_1_CaCYP51,5h,kd,85.0,nM,± 19,
PMID32459374,reaction_1_CaCYP51,5i,ic50,6.15,µM,,
PMID32459374,reaction_1_CaCYP51,5i,kd,55.0,nM,± 10,
PMID32459374,reaction_1_CaCYP51,5j,ic50,4.32,µM,,
PMID32459374,reaction_1_CaCYP51,5k,ic50,1.96,µM,,
PMID32459374,reaction_1_CaCYP51,5k,kd,167.0,nM,± 17,
PMID32459374,reaction_1_CaCYP51,7,ic50,0.54,µM,,
PMID32459374,reaction_1_CaCYP51,12a,ic50,0.2,µM,,
PMID32459374,reaction_1_CaCYP51,12a,kd,115.0,nM,± 16,
PMID32459374,reaction_1_CaCYP51,12b,ic50,0.33,µM,,
PMID32459374,reaction_1_CaCYP51,12b,kd,55.0,nM,± 27,
PMID32459374,reaction_1_CaCYP51,12c,ic50,0.79,µM,,
PMID32459374,reaction_1_CaCYP51,12c,kd,43.0,nM,± 18,
PMID32459374,reaction_1_CaCYP51,12d,ic50,0.31,µM,,
PMID32459374,reaction_1_CaCYP51,12d,kd,110.0,nM,± 22,
PMID32459374,reaction_1_CaCYP51,Fluconazole,ic50,0.31,µM,,
PMID32459374,reaction_1_CaCYP51,Fluconazole,kd,41.0,nM,± 13,
PMID32459374,reaction_1_CaCYP51,Posaconazole,ic50,0.2,µM,,
PMID32459374,reaction_1_CaCYP51,Posaconazole,kd,43.0,nM,± 11,
PMID32459374,reaction_1_CaCYP51,Voriconazole,ic50,0.2,µM,,
PMID32459374,reaction_1_CaCYP51,Voriconazole,kd,10.0,nM,± 2,
PMID32459374,reaction_1_CaCYP51,Itraconazole,ic50,0.4,µM,,
PMID32459374,reaction_1_CaCYP51,Itraconazole,kd,19.0,nM,± 5,
PMID32459374,reaction_1_CaCYP51,Ketoconazole,ic50,0.5,µM,,
PMID32459374,reaction_1_CaCYP51,Ketoconazole,kd,12.0,nM,± 3,
PMID32459374,reaction_2_HsCYP51,5d,ic50,3.37,µM,,
PMID32459374,reaction_2_HsCYP51,5d,kd,45.0,nM,± 13,
PMID32459374,reaction_2_HsCYP51,5f,ic50,3.73,µM,,
PMID32459374,reaction_2_HsCYP51,5f,kd,74.0,nM,± 13,
PMID32459374,reaction_2_HsCYP51,12c,ic50,152.0,µM,,
PMID32459374,reaction_2_HsCYP51,12c,kd,923.0,nM,± 509,
PMID32459374,reaction_2_HsCYP51,Fluconazole,ic50,1327.0,µM,,
PMID32459374,reaction_2_HsCYP51,Fluconazole,kd,38460.0,nM,± 4840,
PMID32459374,reaction_2_HsCYP51,Posaconazole,ic50,123.0,µM,,
PMID32459374,reaction_2_HsCYP51,Posaconazole,kd,204.0,nM,± 63,
PMID32459374,reaction_2_HsCYP51,Voriconazole,ic50,78.0,µM,,
PMID32459374,reaction_2_HsCYP51,Voriconazole,kd,2290.0,nM,± 120,
PMID32459374,reaction_2_HsCYP51,Itraconazole,ic50,70.0,µM,,
PMID32459374,reaction_2_HsCYP51,Itraconazole,kd,92.0,nM,± 7,
PMID32459374,reaction_2_HsCYP51,Ketoconazole,ic50,4.5,µM,,
PMID32459374,reaction_2_HsCYP51,Ketoconazole,kd,42.0,nM,± 16,
PMID32469443,reaction_1,HMP-15 (N-(1-benzylpiperidin-4-yl)-6-nitroquinazolin-4-amine),ic50,2.9,µM,,
PMID32469443,reaction_1,HMP-05 (N-carbamimidoyl-4-(6-nitroquinazolin-4-ylamino)benzenesulfonamide),ic50,6.4,µM,,
PMID32469443,reaction_1,HMP-14 (2-(2-(6-nitroquinazolin-4-ylamino)ethoxy)ethanol),ic50,8.7,µM,,
PMID32469443,reaction_1,"HMP-21 (N1-(6-nitroquinazolin-4-yl)benzene-1,2-diamine)",ic50,10.4,µM,,
PMID32469443,reaction_1,HMP-07 (N-(6-nitroquinazolin-4-yl)thiazol-2-amine),ic50,16.0,µM,,
PMID32469443,reaction_1,"HMP-10 (N-(6-nitroquinazolin-4-yl)-5-(trifluoromethyl)-1,3,4-thiadiazol-2-amine)",ic50,21.0,µM,,
PMID32469443,reaction_1,"HMP-23 (6-nitro-N-(3,4,5-trimethoxyphenyl)quinazolin-4-amine)",ic50,21.0,µM,,
PMID32469443,reaction_1,HMP-04 (N-(4-(6-nitroquinazolin-4-ylamino)phenylsulfonyl)acetamide),ic50,28.0,µM,,
PMID32485238,reaction_1,acetyl-CoA,ki,139.0,µM,,
PMID32485238,reaction_1,acetyl-CoA,kd,405.0,µM,,
PMID32485238,reaction_1,CoASH,kd,782.0,µM,,
PMID32485238,reaction_3,acetyl-CoA,ki,43.5,µM,,
PMID32496217,reaction_1,"2,4-diaminopyrimido[4,5-b]indol-6-ol (1)",ki,83,µM,± 3,
PMID32531315,reaction_1,4-hydroxybenzoic acid,ki,1100,µM,± 400,
PMID32553892,reaction_1,L-(+)-tartrate,ic50,14.7,mM,,
PMID32553892,reaction_1,anthranilic acid,ic50,96.4,mM,,
PMID32553892,reaction_1,5-aminonicotinic acid,ic50,30.0,µM,,
PMID32553892,reaction_1,5-aminonicotinic acid,ki,9.2,µM,± 1.6,
PMID32553892,reaction_1,5-aminonicotinic acid,kd,5.7,µM,± 0.4,
PMID32553892,reaction_1,"pyrido[2,3-b]pyrazine-2,3(1H,4H)-dione",ic50,32.4,µM,,
PMID32553892,reaction_1,"pyrido[2,3-b]pyrazine-2,3(1H,4H)-dione",ki,9.8,µM,± 0.1,
PMID32553892,reaction_1,"pyrido[2,3-b]pyrazine-2,3(1H,4H)-dione",kd,19.8,µM,± 5.5,
PMID32565080,reaction_1,Ascochlorin,ic50,7.4,nM,± 3,
PMID32565080,reaction_1,Ascofuranone,ic50,7.0,nM,± 5,
PMID32565080,reaction_1,Colletochlorin B,ic50,7.5,nM,± 1,
PMID32565080,reaction_1,Colletochlorin D,ic50,33.0,nM,± 5,
PMID32565080,reaction_1,Octyl-gallate,ic50,230.0,nM,± 6,
PMID32565080,reaction_1,Salicylic hydroxamic acid,ic50,6.1,µM,,
PMID32569353,reaction_1,α-methyl-L-tyrosine,ki,3.12,mM,± 0.68,
PMID32569353,reaction_1,N-methyl-L-tyrosine,ki,7.96,mM,± 1.2,
PMID32580556,reaction_3,Sulfathiazole,kd,2.6,µM,± 0.3,
PMID32645646,reaction_1,3a (RTC1),ic50,27.0,µM,,
PMID32645646,reaction_1,3i,ic50,46.0,µM,,
PMID32645646,reaction_1,7a,ic50,15.0,µM,,
PMID32645646,reaction_1,9d,ic50,60.0,µM,,
PMID32645646,reaction_1,9f,ic50,14.0,µM,,
PMID32645646,reaction_1,16c,ic50,6.0,µM,,
PMID32645646,reaction_1,3b,ic50,133.0,µM,,
PMID32645646,reaction_1,3e,ic50,17.0,µM,,
PMID32645646,reaction_1,5e,ic50,161.0,µM,,
PMID32645646,reaction_1,7c,ic50,92.0,µM,,
PMID32645646,reaction_1,17,ic50,67.0,µM,,
PMID32645646,reaction_2,3a (RTC1),percent_inhibition,53.7,%,± 0.3,
PMID32645646,reaction_3,3a (RTC1),percent_inhibition,74.2,%,± 3.2,
PMID32645646,reaction_4,3a (RTC1),percent_inhibition,75.5,%,± 0.5,
PMID32645646,reaction_5,3a (RTC1),percent_inhibition,-2.7,%,± 4.9,
PMID32645646,reaction_6,3a (RTC1),percent_inhibition,80.2,%,± 1.5,
PMID32668380,reaction_1,δ-Garcinoic acid (1),ic50,57,nM,± 9,
PMID32668380,reaction_1,α-Garcinoic acid (2),ic50,401,nM,± 78,
PMID32668380,reaction_1,β-Garcinoic acid (3),ic50,154,nM,± 38,
PMID32668380,reaction_1,Garcinamide 4,ic50,50,nM,± 23,
PMID32668380,reaction_1,Garcinamide 5,ic50,65,nM,± 19,
PMID32668380,reaction_1,Garcinamide 6,ic50,77,nM,± 6,
PMID32668380,reaction_1,Garcinamide 7,ic50,76,nM,± 2,
PMID32668380,reaction_1,Garcinamide 8,ic50,115,nM,± 15,
PMID32668380,reaction_1,Garcinamide 9,ic50,94,nM,± 9,
PMID32668380,reaction_1,Garcinamide 10,ic50,131,nM,± 17,
PMID32668380,reaction_1,Garcinamide 11,ic50,129,nM,± 25,
PMID32668380,reaction_1,Garcinamide 12,ic50,595,nM,± 208,
PMID32668380,reaction_1,Garcinamide 15,ic50,422,nM,± 77,
PMID32668380,reaction_1,Garcinamide 16,ic50,725,nM,± 254,
PMID32668380,reaction_1,Garcinamide 17,ic50,572,nM,± 202,
PMID32668380,reaction_1,Garcinamide 18,ic50,210,nM,± 20,
PMID32668380,reaction_1,Garcinamide 19,ic50,998,nM,± 157,
PMID32668380,reaction_1,Garcinamide 20,ic50,538,nM,± 107,
PMID32668380,reaction_1,Garcinamide 21,ic50,171,nM,± 56,
PMID32668380,reaction_1,Garcinamide 22,ic50,362,nM,± 58,
PMID32668380,reaction_1,Garcinamide 23,ic50,119,nM,± 40,
PMID32668380,reaction_1,Garcinamide 24,ic50,80,nM,± 3,
PMID32668380,reaction_1,Garcinamide 25,ic50,97,nM,± 9,
PMID32668380,reaction_1,Zileuton,ic50,810,nM,± 215,
PMID32668380,reaction_2,δ-Garcinoic acid (1),ic50,345,nM,± 73,
PMID32668380,reaction_2,α-Garcinoic acid (2),ic50,1702,nM,± 520,
PMID32668380,reaction_2,β-Garcinoic acid (3),ic50,312,nM,± 110,
PMID32668380,reaction_2,Garcinamide 4,ic50,303,nM,± 122,
PMID32668380,reaction_2,Garcinamide 5,ic50,525,nM,± 70,
PMID32668380,reaction_2,Garcinamide 6,ic50,415,nM,± 109,
PMID32668380,reaction_2,Garcinamide 9,ic50,187,nM,± 58,
PMID32668380,reaction_2,Garcinamide 10,ic50,561,nM,± 164,
PMID32668380,reaction_2,Garcinamide 12,ic50,173,nM,± 64,
PMID32668380,reaction_2,Garcinamide 14,ic50,563,nM,± 186,
PMID32668380,reaction_2,Garcinamide 16,ic50,839,nM,± 290,
PMID32668380,reaction_2,Garcinamide 17,ic50,315,nM,± 17,
PMID32668380,reaction_2,Garcinamide 20,ic50,175,nM,± 66,
PMID32668380,reaction_2,Garcinamide 21,ic50,432,nM,± 286,
PMID32668380,reaction_2,Garcinamide 22,ic50,401,nM,± 144,
PMID32668380,reaction_2,Garcinamide 24,ic50,997,nM,± 291,
PMID32668380,reaction_2,Garcinamide 25,ic50,724,nM,± 171,
PMID32668380,reaction_2,Garcinamide 26,ic50,1291,nM,± 152,
PMID32668380,reaction_2,Zileuton,ic50,521,nM,± 187,
PMID32671046,reaction_1,Hypoxanthine,ki,11.12,mM,± 1.02,
PMID32686865,reaction_2,DAPT,ic50,,,,
PMID32688200,reaction_1,Compound 7,ic50,5.9,µM,± 0.8,
PMID32688200,reaction_1,Compound 14a,ic50,,µM,,
PMID32688200,reaction_1,Compound 14b,ic50,3.7,µM,± 0.53,
PMID32688200,reaction_1,Compound 14c,ic50,,µM,,
PMID32688200,reaction_1,Compound 14d,ic50,,µM,,
PMID32688200,reaction_1,Compound 14e,ic50,0.56,µM,± 0.10,
PMID32688200,reaction_1,Compound 14f,ic50,4.6,µM,± 0.72,
PMID32688200,reaction_1,Compound 14g,ic50,6.9,µM,± 1.3,
PMID32688200,reaction_1,Compound 14h,ic50,,µM,,
PMID32688200,reaction_1,Compound 14i,ic50,,µM,,
PMID32688200,reaction_1,Compound 14j,ic50,,µM,,
PMID32688200,reaction_1,Compound 14k,ic50,,µM,,
PMID32688200,reaction_1,Compound 14l,ic50,,µM,,
PMID32688200,reaction_1,Compound 14m,ic50,,µM,,
PMID32688200,reaction_1,Compound 14n,ic50,7.3,µM,± 1.3,
PMID32688200,reaction_1,Compound 20a,ic50,2.8,µM,± 0.51,
PMID32688200,reaction_1,Compound 20b,ic50,7.7,µM,± 1.12,
PMID32688200,reaction_1,Compound 20c,ic50,,µM,,
PMID32688200,reaction_1,Compound 20d,ic50,3.4,µM,± 0.61,
PMID32688200,reaction_1,Compound 20e,ic50,0.15,µM,± 0.03,
PMID32688200,reaction_1,Compound 20f,ic50,2.7,µM,± 0.40,
PMID32688200,reaction_1,Compound 20g,ic50,,µM,,
PMID32688200,reaction_1,Compound 20h,ic50,4.7,µM,± 0.58,
PMID32688200,reaction_1,Compound 20i,ic50,3.7,µM,,
PMID32688200,reaction_1,Compound 20j,ic50,,µM,,
PMID32688200,reaction_1,Compound 20k,ic50,0.7,µM,± 0.13,
PMID32688200,reaction_2,Compound 7,ic50,9.1,µM,± 1.1,
PMID32688200,reaction_2,Compound 14a,ic50,1.0,µM,± 0.11,
PMID32688200,reaction_2,Compound 14b,ic50,1.4,µM,± 0.20,
PMID32688200,reaction_2,Compound 14c,ic50,,µM,,
PMID32688200,reaction_2,Compound 14d,ic50,1.8,µM,,
PMID32688200,reaction_2,Compound 14e,ic50,,µM,,
PMID32688200,reaction_2,Compound 14f,ic50,,µM,,
PMID32688200,reaction_2,Compound 14g,ic50,0.8,µM,± 0.11,
PMID32688200,reaction_2,Compound 14h,ic50,6.3,µM,± 1.12,
PMID32688200,reaction_2,Compound 14i,ic50,,µM,,
PMID32688200,reaction_2,Compound 14j,ic50,8.1,µM,± 1.50,
PMID32688200,reaction_2,Compound 14k,ic50,,µM,,
PMID32688200,reaction_2,Compound 14l,ic50,,µM,,
PMID32688200,reaction_2,Compound 14m,ic50,,µM,,
PMID32688200,reaction_2,Compound 14n,ic50,,µM,,
PMID32688200,reaction_2,Compound 20a,ic50,,µM,,
PMID32688200,reaction_2,Compound 20b,ic50,,µM,,
PMID32688200,reaction_2,Compound 20c,ic50,,µM,,
PMID32688200,reaction_2,Compound 20d,ic50,5.9,µM,± 0.15,
PMID32688200,reaction_2,Compound 20e,ic50,0.8,µM,± 0.02,
PMID32688200,reaction_2,Compound 20f,ic50,3.9,µM,± 0.65,
PMID32688200,reaction_2,Compound 20g,ic50,3.0,µM,,
PMID32688200,reaction_2,Compound 20h,ic50,5.1,µM,± 0.85,
PMID32688200,reaction_2,Compound 20i,ic50,,µM,,
PMID32688200,reaction_2,Compound 20j,ic50,,µM,,
PMID32688200,reaction_2,Compound 20k,ic50,1.6,µM,± 0.30,
PMID32714915,reaction_1_free_enzyme,UTP,ki,3.9,mM,,
PMID32714915,reaction_2_immobilized_enzyme,UTP,ki,3.9,mM,,
PMID32717224,reaction_1,diethylaminobenzaldehyde,ki,0.054,µM,± 0.018,
PMID32730563,reaction_1,benzoate,ki,,µM,,
PMID32730563,reaction_2,benzoate,ki,,µM,,
PMID32730563,reaction_3,benzoate,ki,,µM,,
PMID32731629,reaction_1a,Apoferritin,ki,0.062,nM,± 0.01,
PMID32731629,reaction_1a,Apoferritin-silver nanoparticles,ki,0.168,nM,± 0.03,
PMID32731629,reaction_1a,Apoferritin-gold nanoparticles,ki,0.16,nM,± 0.00,
PMID32731629,reaction_1a,Apoferritin-platinum nanoparticles,ki,0.245,nM,± 0.03,
PMID32731629,reaction_1b,Apoferritin,ki,0.001,nM,± 0.00,
PMID32731629,reaction_1b,Apoferritin-silver nanoparticles,ki,0.057,nM,± 0.00,
PMID32731629,reaction_1b,Apoferritin-gold nanoparticles,ki,0.003,nM,± 0.00,
PMID32731629,reaction_1b,Apoferritin-platinum nanoparticles,ki,0.002,nM,± 0.00,
PMID32732035,reaction_1,(-)-Camphor,ki,1.03,mM,± 0.11,
PMID32732035,reaction_2,(-)-Camphor,ki,1.03,mM,± 0.11,
PMID32732035,reaction_3,(+)-Camphor,ki,0.18,mM,± 0.01,
PMID32732035,reaction_4,(+)-Camphor,ki,0.18,mM,± 0.01,
PMID32744783,reaction_1,N00,kd,,nM,,
PMID32745463,reaction_1,N-hydroxy-N-isopropyloxamate,ki,25.6,nM,,
PMID32745463,reaction_1,N-hydroxy-N-isopropyloxamate,kon,953.0,M⁻¹s⁻¹,± 66,
PMID32745463,reaction_1,N-hydroxy-N-isopropyloxamate,koff,2.43e-05,s⁻¹,± 0.08e-05,
PMID32745463,reaction_1,"cyclopropane-1,1-dicarboxylate",ki,3.0,µM,± 0.4,
PMID32745463,reaction_1,2-methylphosphinoyl-2-hydroxyacetic acid,ki,0.3,µM,± 0.05,
PMID32745463,reaction_3,N-hydroxy-N-isopropyloxamate,kon,7080.0,M⁻¹s⁻¹,± 560,
PMID32745463,reaction_3,"cyclopropane-1,1-dicarboxylate",ki,0.6,µM,± 0.1,
PMID32745463,reaction_3,2-methylphosphinoyl-2-hydroxyacetic acid,ki,0.11,µM,± 0.01,
PMID32745735,reaction_1,Compound 14,ic50,25.0,µg/mL,,
PMID32745735,reaction_1,Compound 19,ic50,25.0,µg/mL,,
PMID32745735,reaction_1,Compound 20,ic50,100.0,µg/mL,,
PMID32745735,reaction_1,Compound 21,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 22,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 23,ic50,25.0,µg/mL,,
PMID32745735,reaction_1,Compound 24,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 25,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 26,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 27,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 28,ic50,,µg/mL,,
PMID32745735,reaction_1,Compound 29,ic50,100.0,µg/mL,,
PMID32745735,reaction_1,Compound 30,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 31,ic50,25.0,µg/mL,,
PMID32745735,reaction_1,Compound 32,ic50,50.0,µg/mL,,
PMID32745735,reaction_1,Compound 33,ic50,25.0,µg/mL,,
PMID32745735,reaction_1,Compound 34,ic50,50.0,µg/mL,,
PMID32762529,reaction_1,Kojic acid,ic50,16.832,mM,± 1.1600,
PMID32762529,reaction_1,BT1,ic50,19.0153,mM,± 1.5744,
PMID32762529,reaction_1,BT2,ic50,1.3431,mM,± 0.0254,
PMID32762529,reaction_1,BT2,ki,2.8,mM,,
PMID32762529,reaction_1,BT3,ic50,54.6311,mM,± 2.1817,
PMID32762529,reaction_1,BT4,ic50,4.7745,mM,± 0.9975,
PMID32762529,reaction_1,BT5,ic50,1.3526,mM,± 0.0377,
PMID32762529,reaction_1,BT6,ic50,2.6841,mM,± 0.0115,
PMID32762529,reaction_1,BT7,ic50,7.8319,mM,± 0.9916,
PMID32762529,reaction_1,BT8,ic50,4.1576,mM,± 0.7739,
PMID32762529,reaction_1,BT9,ic50,6.0986,mM,± 1.8749,
PMID32764148,reaction_1,Apilimod,ic50,15,nM,,
PMID32768460,reaction_1,DMIP 1,ki,6.5,µg/mL,,
PMID32768460,reaction_1,DMIP 1,ic50,4.3,µg/mL,,
PMID32768460,reaction_1,DMIP 7,ki,4.1,µg/mL,,
PMID32768460,reaction_1,DMIP 7,ic50,2.9,µg/mL,,
PMID32768460,reaction_1,DMIP 8,ki,5.4,µg/mL,,
PMID32768460,reaction_1,DMIP 8,ic50,3.0,µg/mL,,
PMID32768460,reaction_2,DMIP 1,ki,3.4,µg/mL,,
PMID32768460,reaction_2,DMIP 1,ic50,2.3,µg/mL,,
PMID32768460,reaction_2,DMIP 7,ki,2.3,µg/mL,,
PMID32768460,reaction_2,DMIP 7,ic50,2.1,µg/mL,,
PMID32768460,reaction_2,DMIP 8,ki,4.1,µg/mL,,
PMID32768460,reaction_2,DMIP 8,ic50,1.7,µg/mL,,
PMID32797038,reaction_1,C3,ic50,238.0,µM,± 7,
PMID32797038,reaction_1,C3,kd,18.0,µM,± 8,
PMID32797038,reaction_1,C5,ic50,53.0,µM,± 1,
PMID32797038,reaction_1,C5,kd,1.7,µM,± 0.7,
PMID32797038,reaction_1,C6,ic50,96.0,µM,± 6,
PMID32797038,reaction_1,C6,kd,41.0,µM,± 3,
PMID32797038,reaction_1,C9,kd,6.4,µM,± 1.2,
PMID32797038,reaction_1,C18,ic50,143.0,µM,± 4,
PMID32797038,reaction_1,C18,kd,3.0,µM,± 0.9,
PMID32844401,reaction_1,H2O2,ki,0.921,mM,71 % relSD,
PMID32844401,reaction_1,4-ethylbenzoic acid,ki,4.59,mM,32 % relSD,
PMID32869889,reaction_1,reduced glutathione,ic50,0.283,mM,,
PMID32869889,reaction_1,Ascorbic acid,ic50,0.571,mM,,
PMID32869889,reaction_1,L-cysteine,ic50,0.659,mM,,
PMID32869889,reaction_1,Citric acid,ic50,2.917,mM,,
PMID32869889,reaction_8,Ascorbic acid,ic50,0.798,mM,,
PMID32869889,reaction_8,L-cysteine,ic50,0.475,mM,,
PMID32869889,reaction_8,reduced glutathione,ic50,0.581,mM,,
PMID32869889,reaction_8,Citric acid,ic50,4.475,mM,,
PMID32869889,reaction_15,L-cysteine,ic50,0.37,mM,,
PMID32869889,reaction_15,Ascorbic acid,ic50,0.352,mM,,
PMID32869889,reaction_15,reduced glutathione,ic50,0.487,mM,,
PMID32869889,reaction_15,Citric acid,ic50,2.165,mM,,
PMID32913059,reaction_2,Hydroxylamine,ki,0.52,µM,± 0.3,
PMID32919113,reaction_1,21a,ic50,0.396,µM,,
PMID32919113,reaction_1,21c,ic50,0.452,µM,,
PMID32919113,reaction_1,21e,ic50,0.64,µM,,
PMID32919113,reaction_1,21g,ic50,0.234,µM,,
PMID32919113,reaction_1,25b,ic50,0.359,µM,,
PMID32919113,reaction_1,25c,ic50,0.909,µM,,
PMID32919113,reaction_1,25d,ic50,0.266,µM,,
PMID32919113,reaction_1,25e,ic50,0.687,µM,,
PMID32919113,reaction_1,25f,ic50,0.254,µM,,
PMID32919113,reaction_1,25g,ic50,0.391,µM,,
PMID32919113,reaction_1,25h,ic50,0.248,µM,,
PMID32919113,reaction_1,29a,ic50,0.261,µM,,
PMID32919113,reaction_1,29b,ic50,0.269,µM,,
PMID32919113,reaction_1,29c,ic50,0.717,µM,,
PMID32919113,reaction_1,Compound 13,ic50,0.28,µM,,
PMID32930481,reaction_1,2a,ic50,2.3,µM,± 0.1,
PMID32930481,reaction_1,2b,ic50,0.6,µM,± 0.1,
PMID32930481,reaction_1,18,ic50,8.7,µM,± 0.7,
PMID32930481,reaction_1,19,ic50,200.0,µM,,
PMID32930481,reaction_1,2c,ic50,62.0,µM,± 5,
PMID32930481,reaction_1,2e,ic50,18.0,µM,± 2,
PMID32930481,reaction_1,2f,ic50,9.0,µM,± 1,
PMID32930481,reaction_1,2g,ic50,11.0,µM,± 2,
PMID32930481,reaction_1,2h,ic50,25.0,µM,± 3,
PMID32930481,reaction_1,2i,ic50,6.5,µM,± 0.8,
PMID32930481,reaction_1,2l,percent_inhibition,57.0,%,,
PMID32930481,reaction_1,2n,ic50,14.0,µM,± 1,
PMID32930481,reaction_1,2o,ic50,1.6,µM,± 0.3,
PMID32930481,reaction_1,2p,ic50,1.2,µM,± 0.1,
PMID32930481,reaction_1,2q,ic50,4.6,µM,± 0.4,
PMID32930481,reaction_1,2r,ic50,4.0,µM,± 0.2,
PMID32930481,reaction_1,2s,ic50,4.8,µM,± 0.3,
PMID32930481,reaction_1,2t,ic50,4.0,µM,± 0.3,
