literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID32156808,reaction_12,in vitro,"Standard assay with purified enzyme, followed by extraction and GC-MS analysis of the decarboxylated ketone product. Conditions as per reference 11.",,,,,E. coli T7 strains,pET-28b,"1 mM IPTG, 16°C, overnight"
PMID32156808,reaction_13,in vitro,"Standard assay with purified enzyme, followed by extraction and GC-MS analysis of the decarboxylated ketone product. Conditions as per reference 11.",,,,,E. coli T7 strains,pET-28b,"1 mM IPTG, 16°C, overnight"
PMID32156808,reaction_14,in vitro,"Standard assay with purified enzyme, followed by extraction and GC-MS analysis of the decarboxylated ketone product. Conditions as per reference 11.",,,,,E. coli T7 strains,pET-28b,"1 mM IPTG, 16°C, overnight"
PMID32158501,reaction_1,in vitro,Turbidimetric assay monitoring the degradation of a 0.8 mg/mL PASC suspension.,"50 mM sodium phosphate buffer, pH 6.0",6.0,,30.0,Pichia pastoris X-33,,
PMID32158501,reaction_2,in vitro,Turbidimetric assay monitoring PASC degradation. LPMO was at 3 µM and NcCDHIIA was varied from 0.5 to 3.0 µM.,"50 mM potassium phosphate buffer, pH 6.0",6.0,,30.0,Pichia pastoris X-33,,
PMID32158501,reaction_3,in vitro,Turbidimetric assay monitoring PASC degradation.,"50 mM sodium phosphate buffer, pH 6.0",6.0,,30.0,Pichia pastoris X-33,,
PMID32158501,reaction_4,in vitro,"Turbidimetric assay with sequential H2O2 titration and electrochemical H2O2 detection. H2O2 was added in aliquots of 20, 40, or 80 µM.","50 mM sodium phosphate buffer, pH 6.0",6.0,,30.0,Pichia pastoris X-33,,
PMID32158501,reaction_5,in vitro,Product analysis by MALDI-MS. H2O2 was added in four batches of 30 µM over 30 min to a final concentration of 120 µM.,"25 mM TRIS, pH 6.0",6.0,,30.0,Pichia pastoris X-33,,
PMID32159929,reaction_1_cyt_bo3,in vitro,Oxygen consumption rate measured by a Clark-type oxygen electrode.,"20 mM NaPi, 50 mM NaCl, 0.02% DDM",8.0,,25.0,Escherichia coli GO195,pIRHisA,
PMID32159929,reaction_2_cyt_bdI,in vitro,Oxygen consumption rate measured by a Clark-type oxygen electrode.,"20 mM NaPi, 50 mM NaCl, 0.02% DDM",8.0,,25.0,Escherichia coli C43 (DE3) Δbo3,pet17b-cydABX-StrepII,
PMID32160528,reaction_1,in vitro,Spectrophotometric continuous assay monitoring NADPH consumption at 340 nm.,"0.05 M BisTris pH 6.5, 0.05 M potassium acetate, 0.5 mM magnesium acetate, 10% (w/v) sucrose",6.5,,30.0,Saccharomyces cerevisiae BJ2168 (for FAS); Escherichia coli BL21 Star (DE3) (for recombinant γ-subunit),pET151/D-TOPO (for γ-subunit),"0.5 mM IPTG, 18°C, 16h (for γ-subunit)"
PMID32160528,reaction_2,in vitro,Measurement of NADPH consumption in the absence of acetyl-CoA and malonyl-CoA.,"0.05 M BisTris pH 6.5, 0.05 M potassium acetate, 0.5 mM magnesium acetate, 10% (w/v) sucrose",6.5,,30.0,,,
PMID32162142,reaction_1,in vitro,In-gel activity assay using non-denaturated polyacrylamide gel electrophoresis (PAGE) on total protein extracted from leaves. The gel was stained with hypoxanthine as the substrate.,Not specified,,,,Oryza sativa L. (Kitaake),pCUBI1390 (over-expression) and LH-FAD2-1390RNAi (RNAi),Constitutive expression in transgenic rice lines generated via Agrobacterium-mediated transformation.
PMID32168758,reaction_1,in vitro,Lactate dehydrogenase coupled enzyme assay,"50 mM TRIS-HCl, 50 mM KCl, 10 mM MgCl2, 5% w/v PEG 200, 1 mM DTT",7.5,,25.0,Escherichia coli BLR21,pET16b,
PMID32168758,reaction_2,in vitro,Lactate dehydrogenase coupled enzyme assay,"50 mM TRIS-HCl, 50 mM KCl, 10 mM MgCl2, 5% w/v PEG 200, 1 mM DTT",7.5,,25.0,Escherichia coli BLR21,pET16b,
PMID32168758,reaction_3,in vitro,Lactate dehydrogenase coupled enzyme assay,"50 mM TRIS-HCl, 50 mM KCl, 10 mM MgCl2, 5% w/v PEG 200, 1 mM DTT",7.5,,25.0,Escherichia coli BLR21,pET16b,
PMID32168758,reaction_4,in vitro,Lactate dehydrogenase coupled enzyme assay,"50 mM TRIS-HCl, 50 mM KCl, 10 mM MgCl2, 5% w/v PEG 200, 1 mM DTT",7.5,,25.0,Escherichia coli BLR21,pET16b,
PMID32168758,reaction_5,in vitro,Lactate dehydrogenase coupled enzyme assay,"50 mM TRIS-HCl, 50 mM KCl, 10 mM MgCl2, 5% w/v PEG 200, 1 mM DTT",7.5,,25.0,Escherichia coli BLR21,pET16b,
PMID32169960,reaction_1,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32169960,reaction_2,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32169960,reaction_3,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32169960,reaction_4,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32169960,reaction_5,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32169960,reaction_6,in vitro,"Activity assay with purified, His-tagged enzyme reconstituted into proteoliposomes.","50 mM Hepes pH=7.4, 300 mM NaCl, 1 mM MgCl2, 1 mM MnCl2, 5 mM cellobiose",7.4,,,Saccharomyces cerevisiae (Strain INVSc1),pYES2/NT C,Induced with 20 g/L galactose for 6 h at 30°C.
PMID32170014,reaction_1,in vivo,Cell-based assays in HEK293 cells measuring enzyme stability via a SM-luciferase fusion reporter. Squalene accumulation upon inhibition was measured by GC-MS. Direct binding was confirmed by in vitro photoaffinity labeling using isolated membrane fractions.,"Cell culture in medium (e.g., containing fetal calf serum or lipoprotein-deficient serum). For ubiquitination assay, cells were lysed in buffer with protease inhibitors and N-ethylmaleimide.",,,,HEK293 cells,pCMV-AC-FLAG-ELuc,Constitutive expression from CMV promoter in stably transfected cells.
PMID32171154,reaction_1,in vitro,Enzyme inhibition kinetic study to determine Ki values.,"0.1 M Tris-HCl, 50 mM MgCl2",8.0,,25.0,,,
PMID32171656,reaction_1,in vitro,Spectrophotometric assay measuring the increase in absorbance at 340 nm.,100 mM potassium phosphate buffer (PBS),7.0,pH for kinetic parameter determination.,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Transfer to SC-U medium supplemented with 2% galactose and 1% raffinose for 24 h.
PMID32171656,reaction_2,in vitro,Spectrophotometric assay measuring the increase in absorbance at 340 nm.,100 mM potassium phosphate buffer (PBS),7.0,pH for kinetic parameter determination.,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Transfer to SC-U medium supplemented with 2% galactose and 1% raffinose for 24 h.
PMID32171656,reaction_3,in vitro,Spectrophotometric assay measuring the increase in absorbance at 340 nm.,100 mM potassium phosphate buffer (PBS),7.0,pH for kinetic parameter determination.,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Transfer to SC-U medium supplemented with 2% galactose and 1% raffinose for 24 h.
PMID32171790,reaction_1,in vitro,Enzyme activity determined by measuring CoA release from (R)-3HB-CoA using DTNB. The reaction was initiated by adding 50 µg of the crude protein.,100 mM Tris-Cl buffer,7.8,,20.0,Cupriavidus necator PHB⁻ 4,pBBR1-ProCnJ60,
PMID32171790,reaction_2,in vivo,Heterologous expression in C. necator PHB⁻ 4 and measurement of PHA accumulation from fructose as the carbon source.,Mineral medium (MM),,,20.0,Cupriavidus necator PHB⁻ 4,pBBR1-ProCnJ60,Cultivated for 48h in MM with 1% (v/v) fructose and 50 mg/L Kanamycin.
PMID32171790,reaction_3,in vivo,Heterologous expression in C. necator PHB⁻ 4 and measurement of PHA accumulation from fructose as the carbon source.,Mineral medium (MM),,,30.0,Cupriavidus necator PHB⁻ 4,pBBR1-ProCnJ60,Cultivated for 48h in MM with 1% (v/v) fructose and 50 mg/L Kanamycin.
PMID32171790,reaction_4,in vitro and in vivo,Tested via in vitro assay with (R)-3HB-CoA and in vivo heterologous expression in C. necator PHB⁻ 4 with fructose.,In vitro: 100 mM Tris-Cl buffer; In vivo: Mineral medium (MM),7.8,for in vitro assay,20.0,Cupriavidus necator PHB⁻ 4,pBBR1-ProCnJ56,
PMID32171906,reaction_1,in vitro,Enzyme activity measurement with 60 µM 2E-butenoyl-CoA.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_2,in vitro,Coupled assay where substrate was generated from 60 µM 2E-butenoyl-CoA by the ECH activity.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0, with 1 mM NAD+ and 1 mM CoA",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_3,in vitro,Enzyme activity measurement with 60 µM acetoacetyl-CoA.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 8.5, with 1 mM NAD+, 0.5 mM CoA and 5 mM MgCl2",8.5,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_4,in vitro,Enzyme activity measurement with 60 µM 2E-decenoyl-CoA.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_5,in vitro,Coupled assay where substrate was generated from 60 µM 2E-decenoyl-CoA by the ECH activity.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0, with 1 mM NAD+ and 1 mM CoA",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_6,in vitro,Enzyme activity measurement with 60 µM 2E-hexadecenoyl-CoA.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32171906,reaction_7,in vitro,Coupled assay where substrate was generated from 60 µM 2E-hexadecenoyl-CoA by the ECH activity.,"50 mM Tris, 50 mM KCl, 50 µg mL-1 BSA, pH 9.0, with 1 mM NAD+ and 1 mM CoA",9.0,,25.0,E. coli BL21DE3,pETDuet-1 (for EcTFE-α-His) and pACYC-Duet-1 (for EcTFE-β),
PMID32172349,reaction_1,in vitro,"Bioconversion using Ca-alginate immobilized, permeabilized (CTAB), and cross-linked (glutaraldehyde) whole Zymomonas mobilis cells.",Aqueous solution containing substrates. pH was controlled by adding 7.0 mol/L NaOH solution.,6.4,This pH was used for stability and scale-up tests after an optimal range of 6.4-6.8 was determined.,39.0,,,
PMID32175634,reaction_1,in vitro,Enzyme kinetics assay with purified enzyme.,Details provided in Supporting Information.,,Details provided in Supporting Information.,,"Escherichia coli BW25113 (∆ldhA, dld::cat)",,
PMID32175634,reaction_2,in vitro,Enzyme kinetics assay with purified enzyme.,Details provided in Supporting Information.,,Details provided in Supporting Information.,,"Escherichia coli BW25113 (∆ldhA, dld::cat)",,
PMID32175634,reaction_3,in vivo,Resting cell catalysis for D-lactate production in engineered E. coli.,Details provided in Supporting Information.,,Details provided in Supporting Information.,,"Escherichia coli BW25113 (∆ldhA, dld::cat)",,
PMID32178258,reaction_1,in vitro,Assay with highly purified BVDV RdRp.,"50 mM Hepes, 10 mM KCl, 10 mM DTT, 1 mM MgCl2, 2mM MnCl2, and 0.5% igepal",8.0,,30.0,,,
PMID32178258,reaction_2,in vitro,Isolated replication complex (RC) assay.,"RCs were resuspended in 10 mM Tris, 10 mM NaCl, 15% glycerol. Full reaction buffer not specified.",7.8,,,,,
PMID32178974,reaction_1,in vitro,Inhibition assay to determine the potency of compound 1. Products were analyzed by GC-MS.,Not specified,,Not specified,37.0,,,
PMID32180104,reaction_1,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_2,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_3,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_4,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_5,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_6,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180104,reaction_7,in vitro,in vitro enzyme reactions,,,,,,,
PMID32180316,reaction_1,in vitro,Coupled assay measuring the formation of the product holo-ACP via its free thiol group using Ellman's Reagent (DTNB).,"50 mM Tris, 1 mM MgCl2",7.5,,25.0,E. coli C43 (DE3),pET28a,
PMID32180316,reaction_2,in vitro,Coupled assay using EnzChek Phosphate Assay Kit to measure phosphate consumption.,"50 mM Tris, 1 mM MgCl2",7.5,,25.0,E. coli C43 (DE3),pET28a,
PMID32180325,reaction_1,in vitro,Assay with purified recombinant GST-tagged BchX and BchY-BchZ proteins.,"100 mM HEPES-NaOH, 10 mM MgCl2, 9.2% (w/v) glycerol, 5 mM EDTA, 1 mM dithiothreitol, and 0.7 mM sodium dithionite",7.5,,34.0,Escherichia coli BL21 (DE3),pGEX-6P-1 (constructs pHGX1 and pHGYZ1),"0.1 mM IPTG, 16°C, overnight"
PMID32180325,reaction_2,in vitro,Assay with purified recombinant GST-tagged BchX and BchY-BchZ proteins.,"100 mM HEPES-NaOH, 10 mM MgCl2, 9.2% (w/v) glycerol, 5 mM EDTA, 1 mM dithiothreitol, and 0.7 mM sodium dithionite",7.5,,34.0,Escherichia coli BL21 (DE3),pGEX-6P-1 (constructs pHGX1 and pHGYZ1),"0.1 mM IPTG, 16°C, overnight"
PMID32181246,reaction_1,in vitro,"Colorimetric assay on cell lysate and purified enzyme measuring the conjugation of 1-chloro-2,4-dinitrobenzene with reduced glutathione at 340 nm.",50 mM Tris-HCl (for characterization studies),6.0,Optimal pH. The enzyme is stable in the pH range 4-7.,40.0,Lactobacillus plantarum KU720558,,
PMID32181246,reaction_2,in vitro,"Indirect colorimetric assay on cell lysate and purified enzyme. GPx activity is coupled to glutathione reductase, and the rate of NADPH oxidation is measured at 340 nm.",50 mM Tris-HCl (for characterization studies),6.0,Optimal pH. The enzyme is stable in the pH range 4-7.,40.0,Lactobacillus plantarum KU720558,,
PMID32182320,reaction_1,in vitro,"The experimental investigation involved protein expression, purification, and X-ray crystallography of the enzyme in complex with substrate (hyoscyamine) and co-substrate/analogs (2-OG, NOG). No kinetic assays were performed.","200 mM sodium formate, 20% PEG 3350",,,20.0,Escherichia coli BL21(DE3) Magic,pMCSG19,"0.2 mM IPTG, 16°C, overnight"
PMID32182513,reaction_1,in vitro,Spectrophotometric assay monitoring the consumption of NADH at 340 nm.,"50 mM Tris-HCl buffer (pH 8.2), 37.5 mM (NH4)2SO4, 7.5 mM α-ketoglutaric acid, 0.75 mM CaCl2",8.2,,30.0,,,
PMID32182513,reaction_2,in vitro,Spectrophotometric assay monitoring the consumption of NADH at 340 nm.,"50 mM Tris-HCl buffer (pH 8.2), 37.5 mM (NH4)2SO4, 7.5 mM α-ketoglutaric acid, 0.75 mM CaCl2",8.2,,30.0,,,
PMID32182513,reaction_3,in vitro,Spectrophotometric assay monitoring the consumption of NADPH at 340 nm.,"50 mM Tris-HCl buffer (pH 8.2), 37.5 mM (NH4)2SO4, 7.5 mM α-ketoglutaric acid, 0.75 mM CaCl2",8.2,,30.0,,,
PMID32182513,reaction_4,in vitro,Spectrophotometric assay monitoring the consumption of NADPH at 340 nm.,"50 mM Tris-HCl buffer (pH 8.2), 37.5 mM (NH4)2SO4, 7.5 mM α-ketoglutaric acid, 0.75 mM CaCl2",8.2,,30.0,,,
PMID32182513,reaction_5,in vitro,Colorimetric assay measuring the formation of L-Glutamic acid γ-monohydroxamate at 540 nm after reaction with ferric chloride reagent.,"50 mM Tris-HCl buffer (pH 7.6), 20 mM hydroxylamine hydrochloride, 50 mM MgSO4, 50 mM glutamate and 10 mM ATP",7.6,,30.0,,,
PMID32182513,reaction_6,in vitro,Colorimetric assay measuring the formation of L-Glutamic acid γ-monohydroxamate at 540 nm after reaction with ferric chloride reagent.,"50 mM Tris-HCl buffer (pH 7.6), 20 mM hydroxylamine hydrochloride, 50 mM MgSO4, 50 mM glutamate and 10 mM ATP",7.6,,30.0,,,
PMID32182756,reaction_1,in vivo,"Reaction occurs endogenously in cultured human breast cancer cells (MCF7, MDA-MB-231). Product (Q-tRNA) levels were quantified from cell lysates via Northern blot on 3-acrylamidophenylboronic acid (APB) gels.","Eagle’s minimum essential medium with 10% FBS, 10 µg/mL bovine insulin, and 10 nM β-estradiol (for MCF7 cells)",,"Standard cell culture conditions, typically pH 7.2-7.4",37.0,,,
PMID32184398,reaction_1,in vitro,HJ cleavage assay,"50 mM Tris-HCl, 1 mM DTT, 10 mM MgCl2",8.0,,30.0,Escherichia coli BL21 (DE3),modified pET15D,"0.2 mM IPTG, 16 °C, 12-16 h"
PMID32184398,reaction_2,in vitro,HJ cleavage assay,"50 mM Tris-HCl, 1 mM DTT, 10 mM MgCl2",8.0,,30.0,Escherichia coli BL21 (DE3),modified pET15D,"0.2 mM IPTG, 16 °C, 12-16 h"
PMID32184398,reaction_3,in vitro,HJ cleavage assay,"50 mM Tris-HCl, 1 mM DTT, 10 mM MgCl2",8.0,,30.0,Escherichia coli BL21 (DE3),modified pET15D,"0.2 mM IPTG, 16 °C, 12-16 h"
PMID32184968,reaction_1,in vitro,ADP Glo assay for IC50 determination.,,,,,,,
PMID32184968,reaction_2,in vitro,Transcreener assay for IC50 determination.,,,,,,,
PMID32188856,reaction_1,in vitro,Enzymatic assay monitoring the absorbance of NADH at 340 nm. This is referred to as the reductase activity.,Tris-NaCl buffer,7.5,,37.0,Escherichia coli BL21(DE3),pET15,"1 mM IPTG, 16 °C, 16 h"
PMID32188856,reaction_2,in vitro,Enzymatic assay monitoring the absorbance of NADH at 340 nm. This is referred to as the dehydrogenase activity.,Tris-NaCl buffer,8.8,,37.0,Escherichia coli BL21(DE3),pET15,"1 mM IPTG, 16 °C, 16 h"
PMID32190117,reaction_1,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_2,in vitro,Two-enzyme system for in situ H2O2 generation.,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_3,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_4,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_5,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_6,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_7,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_8,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_9,in vitro,,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_10,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_11,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_12,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_13,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_14,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_15,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_16,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_17,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_18,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_19,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_20,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_21,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_22,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_23,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_24,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_25,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32190117,reaction_26,in vitro,One-pot three-enzyme cascade,"50 mM NaH2PO4, 500 mM NaCl, pH 7.4",7.4,,30.0,,,
PMID32192841,reaction_1,in vitro,Kinetic analysis of purified recombinant enzyme expressed in E. coli.,100 mM Tris-HCl buffer,8.5,,25.0,Escherichia coli BL21-CodonPlus(DE3)-RIL,pET28a,"1 mM isopropyl β-D-1-thiogalactopyranoside, 18 °C for 16 h"
PMID32192841,reaction_2,in vitro,Kinetic analysis of purified recombinant enzyme expressed in E. coli.,100 mM Tris-HCl buffer,8.5,,25.0,Escherichia coli BL21-CodonPlus(DE3)-RIL,pET28a,"1 mM isopropyl β-D-1-thiogalactopyranoside, 18 °C for 16 h"
PMID32192841,reaction_3,in vitro,Kinetic analysis of purified recombinant enzyme expressed in E. coli.,100 mM Tris-HCl buffer,8.5,,25.0,Escherichia coli BL21-CodonPlus(DE3)-RIL,pET28a,"1 mM isopropyl β-D-1-thiogalactopyranoside, 18 °C for 16 h"
PMID32192841,reaction_4,in vitro,Kinetic analysis of purified recombinant enzyme expressed in E. coli.,100 mM Tris-HCl buffer,8.5,,25.0,Escherichia coli BL21-CodonPlus(DE3)-RIL,pET28a,"1 mM isopropyl β-D-1-thiogalactopyranoside, 18 °C for 16 h"
PMID32196091,reaction_1,in vitro,in vitro enzyme assay with reconstituted system,"50 uM HEPES, 1 μM MgCl2",7.4,"pH of purification buffer, assumed for assay",37.0,Escherichia coli BL21(DE3),pET17b (co-transformed with pGRO12 for GroEL/ES chaperones),"0.5 mM IPTG, 4 mg/ml arabinose, 27.5°C, 16 hours"
PMID32196091,reaction_2,in vitro,in vitro enzyme assay with reconstituted system,"50 uM HEPES, 1 μM MgCl2",7.4,"pH of purification buffer, assumed for assay",37.0,Escherichia coli BL21(DE3),pET17b (co-transformed with pGRO12 for GroEL/ES chaperones),"0.5 mM IPTG, 4 mg/ml arabinose, 27.5°C, 16 hours"
PMID32196091,reaction_3,in vitro,in vitro enzyme assay with reconstituted system,"50 uM HEPES, 1 μM MgCl2",7.4,"pH of purification buffer, assumed for assay",37.0,Escherichia coli BL21(DE3),pET17b (co-transformed with pGRO12 for GroEL/ES chaperones),"0.5 mM IPTG, 4 mg/ml arabinose, 27.5°C, 16 hours"
PMID32196942,reaction_1,in vitro,Coupled spectrophotometric assay monitoring NADH oxidation at 340 nm with glyceraldehyde 3-phosphate dehydrogenase.,50 mM Tris-HCl (pH 7.5) or 50 mM acetate buffer (pH 5.5),,Activity studied at pH 5.5 and pH 7.5.,25.0,Escherichia coli BL21 DE3,pTrcHisA,
PMID32196942,reaction_2,in vitro,Coupled spectrophotometric assay monitoring NADH oxidation at 340 nm with glyceraldehyde 3-phosphate dehydrogenase.,50 mM Tris-HCl (pH 7.5) or 50 mM acetate buffer (pH 5.5),,Activity studied at pH 5.5 and pH 7.5.,25.0,Escherichia coli BL21 DE3,,
PMID32196942,reaction_3,in vitro,Coupled spectrophotometric assay monitoring NADH oxidation at 340 nm with glyceraldehyde 3-phosphate dehydrogenase.,50 mM Tris-HCl (pH 7.5) or 50 mM acetate buffer (pH 5.5),,Activity studied at pH 5.5 and pH 7.5.,25.0,,,
PMID32198047,reaction_1,in vitro,Fusion protein substrate phosphorylation assay,"50 mM Tris, pH 8.0, 10 mM MgCl2, 12 μM CaM, 0.1 mg/ml BSA, 10 mM DTT, 1.3 mM CaCl2",8.0,,30.0,Sf21 or High Five cells,Bac-to-bac baculovirus expression system,
PMID32198047,reaction_2,in vitro,Fusion protein substrate phosphorylation assay,"50 mM Tris, pH 8.0, 10 mM MgCl2, 12 μM CaM, 0.1 mg/ml BSA, 10 mM DTT, 1.3 mM CaCl2",8.0,,30.0,Sf21 or High Five cells,Bac-to-bac baculovirus expression system,
PMID32198779,reaction_1,in vitro,Spectrophotometric assay monitoring NADPH oxidation at 340 nm.,"0.1 M Tris-HCl, 50 mM MgCl2",8.0,,,,,
PMID32198779,reaction_2,in vitro,Spectrophotometric assay for inhibition studies and co-crystallization.,"0.1 M Tris-HCl, 50 mM MgCl2",8.0,,,,,
PMID32200327,reaction_1,in vitro,Spectrophotometric assay determining absorbance at 290 nm.,potassium phosphate buffer,7.4,,25.0,Escherichia coli,,
PMID32201979,reaction_1,in vitro,Enzyme kinetics assay with purified recombinant protein.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,E. coli B834 (DE3),pSBETa,"1 mM IPTG, 23°C, 21 hours"
PMID32201979,reaction_2,in vitro,Enzyme kinetics assay with purified recombinant protein.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,E. coli B834 (DE3),pSBETa,"1 mM IPTG, 23°C, 21 hours"
PMID32201979,reaction_3,in vitro,Enzyme kinetics assay with purified recombinant protein. Severe substrate inhibition observed.,"20-mM Tris–HCl, pH 8.0",8.0,,30.0,E. coli B834 (DE3),pSBETa,"1 mM IPTG, 23°C, 21 hours"
