literature_id,reaction_id,conversion_rate,conversion_rate_unit,conversion_rate_error,product_yield,product_yield_unit,product_yield_error,regioselectivity,stereoselectivity,enantiomeric_excess,enantiomeric_excess_unit
PMID32203655,reaction_14,,,,91.0,%,,,,99.0,%
PMID32203655,reaction_15,,,,84.0,%,,,,94.0,%
PMID32203655,reaction_16,,,,67.0,%,,,Absolute configuration not assigned.,97.0,%
PMID32203655,reaction_17,,,,84.0,%,,,Absolute configuration not assigned.,99.0,%
PMID32203655,reaction_18,,,,82.0,%,,,Absolute configuration not assigned.,96.0,%
PMID32203655,reaction_19,,,,74.0,%,,,Absolute configuration not assigned.,97.0,%
PMID32203655,reaction_20,,,,,,,,,,
PMID32203655,reaction_21,,,,,,,,,,
PMID32203655,reaction_22,,,,,,,,,,
PMID32204912,reaction_1,,,,,,,,,,
PMID32204912,reaction_2,,,,,,,,,,
PMID32204912,reaction_3,,,,,,,,,,
PMID32204912,reaction_4,,,,,,,,,,
PMID32204912,reaction_5,,,,,,,,,,
PMID32204912,reaction_6,,,,,,,,,,
PMID32205346,reaction_1,,,,,,,,,,
PMID32205453,reaction_1,,,,,,,,,,
PMID32205453,reaction_2,,,,,,,,,,
PMID32205454,reaction_1,,,,,,,,,,
PMID32205454,reaction_2,,,,,,,,,,
PMID32205454,reaction_3,,,,,,,,,,
PMID32205454,reaction_4,,,,,,,,,,
PMID32205454,reaction_5,,,,,,,,,,
PMID32205454,reaction_6,,,,,,,,,,
PMID32205454,reaction_7,,,,,,,,,,
PMID32205454,reaction_8,,,,,,,,,,
PMID32206501,reaction_1,61.57,%,,123.14,mM,,Hydroxylation at the C4 position of l-isoleucine.,"Specifically converts l-isoleucine to (2S, 3R, 4S)-4-hydroxyisoleucine.",,
PMID32208897,reaction_1,,,,,,,"Specific for lysine 4 of histone H3 (H3K4). The enzyme was shown to remove H3K4me3 marks from the promoters of specific genes: DSPP, DMP1, OCN, and OSX.","Specific for tri- and dimethylated states of H3K4. In this study, knockdown of KDM5A led to a significant increase in H3K4me3 levels, while H3K4me2 levels were not significantly different.",,
PMID32209662,reaction_1,,,,,,,Introduces a double bond at the 1-position of the O-alkyl chain (alk-1'-enyl).,,,
PMID32220614,reaction_1,,,,0.9,mg/L,,,,,
PMID32220614,reaction_2,,,,5.2,µg/L,,,,,
PMID32220614,reaction_3,,,,1.46,mg/L,,,,,
PMID32222467,reaction_1,,,,,,,,,,
PMID32222467,reaction_2,,,,,,,,,,
PMID32226297,reaction_1,,,,,,,,,,
PMID32226297,reaction_2,,,,,,,,,,
PMID32226807,reaction_1_aminopyrine_demethylation,,,,,,,,,,
PMID32226807,reaction_A1_metabolism_RLM,49.0,%,,,,,,,,
PMID32226807,reaction_A1_metabolism_HLM,28.0,%,,,,,,,,
PMID32226807,reaction_A3_metabolism_RLM,79.0,%,,,,,,,,
PMID32226807,reaction_A3_metabolism_HLM,22.0,%,,,,,,,,
PMID32226807,reaction_A4_metabolism_RLM,54.0,%,,,,,,,,
PMID32226807,reaction_A4_metabolism_HLM,9.0,%,,,,,,,,
PMID32226807,reaction_A5_metabolism_RLM,38.0,%,,,,,,,,
PMID32226807,reaction_A5_metabolism_HLM,8.0,%,,,,,,,,
PMID32226807,reaction_A6_metabolism_RLM,55.0,%,,,,,,,,
PMID32226807,reaction_A6_metabolism_HLM,12.0,%,,,,,,,,
PMID32226807,reaction_E1_metabolism_RLM,77.0,%,,,,,,,,
PMID32226807,reaction_E1_metabolism_HLM,40.0,%,,,,,,,,
PMID32226807,reaction_E2_metabolism_RLM,92.0,%,,,,,,,,
PMID32226807,reaction_E3_metabolism_RLM,30.0,%,,,,,,,,
PMID32226807,reaction_E3_metabolism_HLM,6.0,%,,,,,,,,
PMID32226807,reaction_E4_metabolism_RLM,23.0,%,,,,,,,,
PMID32226807,reaction_E4_metabolism_HLM,0.0,%,,,,,,,,
PMID32226807,reaction_E5_metabolism_RLM,69.0,%,,,,,,,,
PMID32226807,reaction_E5_metabolism_HLM,51.0,%,,,,,,,,
PMID32226807,reaction_C1_metabolism_RLM,34.0,%,,,,,,,,
PMID32226807,reaction_C1_hydrolysis_RLM,39.0,%,,,,,,,,
PMID32226807,reaction_C1_metabolism_HLM,33.0,%,,,,,,,,
PMID32226807,reaction_C1_hydrolysis_HLM,13.0,%,,,,,,,,
PMID32226807,reaction_T1_metabolism_RLM,53.0,%,,,,,,,,
PMID32226807,reaction_T1_metabolism_HLM,13.0,%,,,,,,,,
PMID32229210,reaction_1,90.0,%,,,,,,,,
PMID32229210,reaction_2,90.0,%,,,,,,,,
PMID32229210,reaction_3,18.0,%,± 1.5,,,,,,,
PMID32229210,reaction_4,15.0,%,± 2.8,,,,,,,
PMID32229210,reaction_5,14.0,%,± 4.3,,,,,,,
PMID32229210,reaction_6,,,,,,,,,,
PMID32229210,reaction_7,,,,,,,,,,
PMID32229210,reaction_8,,,,,,,,,,
PMID32230972,reaction_1,,,,140.0,µM,,,,,
PMID32230972,reaction_2,,,,25.0,µM,,,,,
PMID32230972,reaction_3,,,,10.0,µM,,,,,
PMID32230972,reaction_4,,,,,,,,,,
PMID32230972,reaction_5,,,,,,,,,,
PMID32230972,reaction_6,,,,,,,,,,
PMID32230972,reaction_7,,,,,,,,,,
PMID32230972,reaction_8,,,,,,,,,,
PMID32230972,reaction_9,,,,,,,,,,
PMID32233056,reaction_1,,,,,"Qualitatively described as 'too low for product isolation' with purified enzyme, but 'sufficient amounts' from whole-cell biotransformation for NMR analysis.",,Hydroxylation at C3 position of L-glutamate.,"Forms threo-3-hydroxyglutamate, indicating it is an L-glutamate 3-(R)-hydroxylase.",,
PMID32233071,reaction_1,96.0,%,,545.0,mM,,"The main by-product was 5-hydroxymethyl-2-furancarboxylic acid (HMF acid), formed by native host aldehyde dehydrogenases. In an initial batch experiment with 50 mM HMF, 35 mM FDCA and 15 mM HMF acid were produced.",,,
PMID32234590,reaction_1,,,,40.3,mM,,,,,
PMID32234590,reaction_2,,,,,,,,,,
PMID32234783,reaction_1,,,,,,,,"Catalyzes the stereoselective reduction of the C17=C18 double bond of Pchlide. Hydride transfer from the pro-S face of the nicotinamide ring of NADPH to the C17 position of Pchlide, and a proton is transferred from a conserved Tyr residue to the C18 position.",,
PMID32234783,reaction_2,,,,,,,,"Catalyzes the stereoselective reduction of the C17=C18 double bond of Pchlide. Hydride transfer from the pro-S face of the nicotinamide ring of NADPH to the C17 position of Pchlide, and a proton is transferred from a conserved Tyr residue to the C18 position.",,
PMID32235505,reaction_1,,,,,,,,,,
PMID32235505,reaction_2,,,,,,,,,,
PMID32236231,reaction_1,100.0,%,,,,,,,,
PMID32236231,reaction_2,20.0,%,,,,,,,,
PMID32241438,reaction_1,,,,,,,,,,
PMID32241438,reaction_2,,,,,,,,,,
PMID32241438,reaction_3,,,,,,,,,,
PMID32241438,reaction_4,,,,,,,,,,
PMID32246282,reaction_1,,,,,,,,,,
PMID32246282,reaction_2,,,,,,,,,,
PMID32246282,reaction_3,,,,,,,,,,
PMID32246282,reaction_4,,,,,,,,,,
PMID32246827,reaction_1,,,,,,,,,,
PMID32246827,reaction_2,,,,,,,,,,
PMID32246827,reaction_3,,,,,,,,,,
PMID32246945,reaction_1,,,,1.65,g/L,,,,,
PMID32246945,reaction_2,,,,,,,Highly selective acetylation of the C21-hydroxyl group.,,,
PMID32246945,reaction_3,,,,6.12,g/L,± 0.22,,,,
PMID32246945,reaction_4,,,,,,,,,,
PMID32247165,reaction_1_sGDH,,,,,,,,"Absolute preference for the beta-anomer of glucose. The enzyme can convert a range of monosaccharides (glucose, arabinose, galactose) and disaccharides (lactose, cellobiose, maltose), but not pentoses.",,
PMID32247165,reaction_2_mGDH,,,,,,,,"Narrower substrate spectrum than s-GDH. Converts glucose, mannose, galactose, fucose, and xylose, but not lactose or other disaccharides.",,
PMID32247276,reaction_1,,,,,,,,,,
PMID32247276,reaction_2,,,,,,,,,,
PMID32247276,reaction_3,,,,,,,,,,
PMID32247276,reaction_4,88.0,%,,,,,,,,
PMID32247276,reaction_5,84.0,%,,,,,,,,
PMID32247276,reaction_6,2.0,%,,,,,,,,
PMID32247276,reaction_7,60.0,%,,,,,,,,
PMID32247276,reaction_8,23.0,%,,,,,,,,
PMID32247276,reaction_9,12.0,%,,,,,,,,
PMID32247276,reaction_10,65.0,%,,,,,,,,
PMID32247276,reaction_11,59.0,%,,,,,,,,
PMID32247276,reaction_12,49.0,%,,,,,,,,
PMID32247276,reaction_13,100.0,%,,,,,,,,
PMID32247276,reaction_14,100.0,%,,,,,,,,
PMID32247733,reaction_1,,,,,,,,,,
PMID32247733,reaction_2,,,,,,,,,,
PMID32247733,reaction_3,,,,,,,,,,
PMID32248970,reaction_1,,,,,,,,,,
PMID32251275,reaction_1,,,,110.9,μg/mL,± 41.25,,,,
PMID32251275,reaction_2,,,,,,,,,,
PMID32252458,reaction_1,,,,,,,,,,
PMID32255260,reaction_1,,,,,,,,,,
PMID32255260,reaction_2,,,,,,,,,,
PMID32255260,reaction_3,,,,,,,,,,
PMID32255260,reaction_4,,,,,,,,,,
PMID32255260,reaction_5,,,,,,,,,,
PMID32255260,reaction_6,,,,,,,,,,
PMID32255260,reaction_7,,,,,,,,,,
PMID32255505,reaction_1,,,,5.25,g/L,,,,,
PMID32255505,reaction_2,,,,1.75,g/L,,,,,
PMID32256210,reaction_1,,,,,,,,,,
PMID32256210,reaction_2,,,,,,,,,,
PMID32257583,reaction_1,,,,,,,C-S bond is formed at the imidazole ε-position.,,,
PMID32257583,reaction_2,,,,,,,C-S bond is formed at the imidazole ε-position.,,,
PMID32257739,reaction_1,,,,,,,,,,
PMID32258005,reaction_1,,,,,,,,,,
PMID32258005,reaction_2,,,,,,,,,,
PMID32258005,reaction_3,,,,1.7,g/L,,"High selectivity for Dihydroartemisinic acid (DHAA) over Artemisinic acid (AA) was achieved through pathway engineering, reaching a final product ratio of up to 10.05 (DHAA/AA).",,,
PMID32258011,reaction_1,,,,5.85,g/L,,An unknown byproduct was observed in early fermentation stages but disappeared by the end of fermentation.,,,
PMID32269094,reaction_1,,,,,,,,,,
PMID32270839,reaction_1,,,,,,,The wild-type enzyme exhibits almost 100:0 selectivity for chlorination over hydroxylation at the C13 position.,The reaction is regio- and stereospecific.,,
PMID32275065,reaction_1,,,,,,,,,,
PMID32275065,reaction_2,,,,,,,,,,
PMID32275825,reaction_1,,,,,,,,,,
PMID32275825,reaction_2,,,,,,,,,,
PMID32275825,reaction_3,,,,,,,,,,
PMID32275991,reaction_1,,,,,,,,,,
PMID32275991,reaction_2,,,,,,,,,,
PMID32276527,reaction_1,,,,,,,,,,
PMID32277030,reaction_1,,,,,,,"Catalyzes the addition of a 3-O-sulfate group on a specific glucosamine unit in heparan sulfate, creating the antithrombin-binding site. LC-MS analysis of lyase-digested product from ZNF263-/- cells showed a significant increase in the 3-O-sulfated tetrasaccharide 'Tetra A' (ΔUA-GlcNS-GlcA-GlcNS(3S)).",,,
PMID32277030,reaction_2,,,,,,,"Catalyzes 3-O-sulfation of glucosamine residues to the reducing side of an iduronic acid moiety, creating binding sites for neuropilin-1 (NRP1).",,,
PMID32278419,reaction_1,,,,,,,,,,
PMID32279151,reaction_1,,,,,,,"Sulfonates tyrosine residues. The synthetic peptide used was PSK-α (Y*IY*TQ), with asterisks marking the two tyrosine residues for sulfonation.",,,
PMID32279151,reaction_2,,,,,,,"Sulfonates tyrosine residues. The synthetic peptide used was RGF7 (DY*GQRKYKPPVHN), with the asterisk marking the tyrosine residue for sulfonation.",,,
PMID32280587,reaction_1,,,,6.5,mg/100mL,,,,,
PMID32280587,reaction_2,,,,,,,,,,
PMID32280587,reaction_3,,,,2.15,mg/L,,,,,
PMID32281473,reaction_1,,,,,,,,,,
PMID32281473,reaction_2,,,,,,,,,,
PMID32281473,reaction_3,,,,,,,,,,
PMID32281473,reaction_4,,,,,,,,,,
PMID32281473,reaction_5,,,,,,,,,,
PMID32281473,reaction_6,,,,,,,,,,
PMID32281473,reaction_7,,,,,,,,,,
PMID32281473,reaction_8,,,,,,,,,,
PMID32281473,reaction_9,,,,,,,,,,
PMID32281473,reaction_10,,,,,,,,,,
PMID32281473,reaction_11,,,,,,,,,,
PMID32281473,reaction_12,,,,,,,,,,
PMID32281473,reaction_13,,,,,,,,,,
PMID32281473,reaction_14,,,,,,,,,,
PMID32281473,reaction_15,,,,,,,,,,
PMID32281473,reaction_16,,,,,,,,,,
PMID32281473,reaction_17,,,,,,,,,,
PMID32281473,reaction_18,,,,,,,,,,
PMID32281473,reaction_19,,,,,,,,,,
PMID32281473,reaction_20,,,,,,,,,,
PMID32281473,reaction_21,,,,,,,,,,
PMID32282952,reaction_1,,,,,,,,,,
PMID32282952,reaction_2,,,,,,,,,,
PMID32282952,reaction_3,,,,,,,,,,
PMID32282952,reaction_4,,,,,,,,,,
PMID32282952,reaction_5,,,,,,,,,,
PMID32282952,reaction_6,,,,,,,,,,
PMID32282952,reaction_7,,,,,,,,,,
PMID32282952,reaction_8,,,,,,,,,,
PMID32282952,reaction_9,,,,,,,,,,
PMID32282952,reaction_10,55.63,%,,,,,,,,
PMID32282952,reaction_11,47.77,%,,,,,,,,
PMID32282952,reaction_12,28.45,%,,,,,,,,
PMID32282952,reaction_13,21.44,%,,,,,,,,
PMID32282952,reaction_14,3.67,%,,,,,,,,
PMID32283297,reaction_1,,,,,,,,,,
PMID32283299,reaction_1,,,,,,,,,,
PMID32292026,reaction_1,100.0,%,,,,,"Product distribution: 3-hydroxy-alpha-ionone (94%), 3-oxo-alpha-ionone (5%), 4-epoxy-alpha-ionone (1%).",Similar proportion of cis- and trans-3-hydroxy-alpha-ionone diastereoisomers.,,
PMID32292026,reaction_2,100.0,%,,,,,"Product distribution: 3-hydroxy-alpha-ionone (72%), 3-oxo-alpha-ionone (14%), 4-epoxy-alpha-ionone (14%).",The trans-diastereoisomer of 3-hydroxy-alpha-ionone was the most abundant.,,
PMID32292026,reaction_3,100.0,%,,,,,"Product distribution: 3-hydroxy-alpha-ionone (64%), 3-oxo-alpha-ionone (22%), 4-epoxy-alpha-ionone (14%).",The trans-diastereoisomer of 3-hydroxy-alpha-ionone was the most abundant.,,
PMID32292026,reaction_4,21.0,%,,,,,"Product distribution: 3-hydroxy-alpha-ionone (86%), 4-epoxy-alpha-ionone (14%).",The trans-diastereoisomer of 3-hydroxy-alpha-ionone was the most abundant.,,
PMID32292026,reaction_5,100.0,%,,,,,"Product distribution: 3-oxo-alpha-ionone (79%), 3-hydroxy-alpha-ionone (14%), 3-hydroxy-2,3-dedihydro-alpha-ionone (7%).",The trans-diastereoisomer of 3-hydroxy-alpha-ionone was the most abundant.,,
PMID32292026,reaction_6,100.0,%,,,,,"Product distribution: 3-oxo-alpha-ionone (70%), 3-hydroxy-alpha-ionone (26%), 4-epoxy-alpha-ionone (4%).",The trans-diastereoisomer of 3-hydroxy-alpha-ionone was the most abundant.,,
PMID32292026,reaction_7,100.0,%,,,,,"Product distribution: other hydroxylated derivatives (46%), 4-hydroxy-beta-ionone (41%), 4-oxo-beta-ionone (13%). Oxygenation occurred at C-4, C-2, and C-3.",,,
PMID32292026,reaction_8,100.0,%,,,,,"Product distribution: other hydroxylated derivatives (45%), 4-hydroxy-beta-ionone (44%), 4-oxo-beta-ionone (11%). Oxygenation occurred at C-4, C-2, and C-3.",,,
PMID32292026,reaction_9,100.0,%,,,,,"Selective towards C-4 (approx. 80%). Product distribution: 4-hydroxy-beta-ionone (60%), 4-oxo-beta-ionone (20%), other hydroxylated derivatives (20%).",,,
PMID32292026,reaction_10,41.0,%,,,,,"Product distribution: other hydroxylated derivatives (71%), 4-hydroxy-beta-ionone (29%). Oxygenation of the terminal C-10 position in the side chain was observed.",,,
PMID32292026,reaction_11,100.0,%,,,,,"Selective towards C-4 (approx. 79%). Product distribution: 4-oxo-beta-ionone (57%), 4-hydroxy-beta-ionone (22%), other hydroxylated derivatives (21%).",,,
PMID32292026,reaction_12,100.0,%,,,,,"Unusual reaction forming bicyclic ionone derivatives 7,11-epoxymegastigma-5(6)-en-9-one (EME) and its hydroxylated derivative 4-hydroxy-EME (100% of products). This is proposed to occur via hydroxylation of C-13 followed by ring closure.",,,
PMID32292026,reaction_13,100.0,%,,,,,"Predominant oxygenation at the terminal position of the side chain (80% of total products), forming the alcohol, aldehyde, and carboxylic acid. Ring oxygenation at C-3 (20%) also occurred.",Mainly produced the cis-diastereoisomer of 3-hydroxy-alpha-damascone.,,
PMID32292026,reaction_14,98.0,%,,,,,"Product distribution: 3-hydroxy-alpha-damascone (60%), side-chain oxygenation products (30%), 4-epoxy-alpha-damascone (10%).",Principally gave the trans-diastereoisomer of 3-hydroxy-alpha-damascone.,,
PMID32292026,reaction_15,100.0,%,,,,,"Product distribution: 3-hydroxy-alpha-damascone (70%), 3-oxo-alpha-damascone (20%), 4-epoxy-alpha-damascone (10%).",Principally gave the trans-diastereoisomer of 3-hydroxy-alpha-damascone.,,
PMID32292026,reaction_16,11.0,%,,,,,Exclusively oxygenated the terminal position of the side chain (100% of products).,,,
PMID32292026,reaction_17,100.0,%,,,,,"Product distribution: 3-oxo-alpha-damascone (60%), 3-hydroxy-alpha-damascone (30%), 4-epoxy-alpha-damascone (10%).",Principally gave the trans-diastereoisomer of 3-hydroxy-alpha-damascone.,,
PMID32292026,reaction_18,88.0,%,,,,,"Product distribution: 3-oxo-alpha-damascone (50%), 3-hydroxy-alpha-damascone (40%), 4-epoxy-alpha-damascone (10%).",Principally gave the trans-diastereoisomer of 3-hydroxy-alpha-damascone.,,
PMID32292026,reaction_19,81.0,%,,,,,"Product distribution: side-chain oxygenation products (70%), 3-hydroxy-beta-damascone (20%), 4-hydroxy-beta-damascone (10%). Hydroxylation at C-4 was dominant over C-3.",,,
PMID32292026,reaction_20,72.0,%,,,,,"Product distribution: side-chain oxygenation products (60%), 4-hydroxy-beta-damascone (30%), 3-hydroxy-beta-damascone (10%).",,,
PMID32292026,reaction_21,100.0,%,,,,,"Product distribution: 4-hydroxy-beta-damascone (80%), 3-hydroxy-beta-damascone (10%), 4-oxo-beta-damascone (10%).",,,
PMID32292026,reaction_22,100.0,%,,,,,"Product distribution: 4-oxo-beta-damascone (50%), 4-hydroxy-beta-damascone (40%), 3-hydroxy-beta-damascone (10%).",,,
PMID32292026,reaction_23,34.0,%,,,,,"Product distribution: 4-hydroxy-beta-damascone (60%), 3-hydroxy-beta-damascone (40%).",,,
PMID32293154,reaction_1,,,,,,,,,,
PMID32296055,reaction_1,,,,,,,,,,
PMID32296684,reaction_1,81.0,%,,65.6,g·L−1,,,,,
PMID32296684,reaction_2,,,,,,,,,,
PMID32296684,reaction_3,,,,,,,,,,
PMID32296684,reaction_4,,,,,,,,,,
PMID32296684,reaction_5,,,,,,,,,,
PMID32296684,reaction_6,,,,,,,,,,
PMID32296684,reaction_7,,,,,,,,,,
PMID32296684,reaction_8,,,,,,,,,,
PMID32296684,reaction_9,,,,,,,,,,
PMID32296684,reaction_10,,,,,,,,,,
PMID32296684,reaction_11,,,,,,,,,,
PMID32296684,reaction_12,,,,,,,,,,
PMID32296998,reaction_1,,,,,,,"Both metal binding sites (site 1 and site 2) show equivalent and predominant selectivity for Mn(II) over Fe(II), with approximately 100% Mn occupancy in both sites under both aerobic and anoxic conditions.",,,
PMID32296998,reaction_2,,,,,,,Site 1 binds approximately 85% Mn and 15% Fe. Site 2 binds approximately 80% Mn and 20% Fe.,,,
PMID32296998,reaction_3,,,,,,,"Site 1 is mainly Mn-specific, binding approximately 80% Mn and 20% Fe. Site 2 exclusively binds Fe (approximately 100% Fe).",,,
PMID32301564,reaction_1,,,,,,,,,,
PMID32303871,reaction_1,,,,,,,,,,
PMID32305411,reaction_1,,,,,,,,,,
PMID32307572,reaction_1,,,,,,,,,,
PMID32307572,reaction_2,,,,,,,,,,
PMID32307572,reaction_3,,,,,,,,,,
PMID32308735,reaction_1,,,,25.6,%,,,,,
PMID32308735,reaction_2,,,,3.2,%,,,,,
PMID32308735,reaction_3,,,,11.6,%,,,,,
PMID32308735,reaction_4,,,,5.1,%,,,,,
PMID32308735,reaction_5,,,,1.3,%,,,,,
PMID32308735,reaction_6,,,,2.7,%,,,,,
PMID32308735,reaction_7,,,,3.1,%,,,,,
PMID32308735,reaction_8,,,,3.2,%,,,,,
PMID32308735,reaction_9,,,,4.0,%,,,,,
PMID32308735,reaction_10,,,,0.7,%,,,,,
PMID32308737,reaction_1,,,,,,,,,,
PMID32308737,reaction_2,,,,,,,,,,
PMID32308737,reaction_3,,,,,,,,,,
PMID32308737,reaction_4,,,,,,,,,,
PMID32308737,reaction_5,,,,,,,,,,
PMID32308737,reaction_6,,,,,,,,,,
PMID32308737,reaction_7,,,,,,,,,,
PMID32308737,reaction_8,,,,,,,,,,
PMID32308737,reaction_9,,,,,,,,,,
PMID32308737,reaction_10,,,,,,,,,,
PMID32308737,reaction_11,,,,,,,,,,
PMID32308737,reaction_12,,,,,,,,,,
PMID32308737,reaction_13,,,,,,,,,,
PMID32308737,reaction_14,,,,,,,,,,
PMID32308737,reaction_15,,,,,,,,,,
PMID32308737,reaction_16,,,,,,,,,,
PMID32308737,reaction_17,,,,,,,,,,
PMID32308737,reaction_18,,,,,,,,,,
PMID32308737,reaction_19,,,,,,,,,,
PMID32308737,reaction_20,,,,,,,,,,
PMID32308737,reaction_21,,,,,,,,,,
PMID32308737,reaction_22,,,,,,,,,,
PMID32310661,reaction_1,,,,,,,,,,
PMID32314063,reaction_1,,,,,,,,,,
PMID32315721,reaction_1,,,,,,,,,,
PMID32315721,reaction_2,,,,,,,,,,
PMID32315721,reaction_3,,,,,,,,,,
PMID32315721,reaction_4,,,,,,,,,,
PMID32315721,reaction_5,,,,,,,,,,
PMID32315721,reaction_6,,,,,,,,,,
PMID32315721,reaction_7,,,,,,,,,,
PMID32315721,reaction_8,,,,,,,,,,
PMID32315721,reaction_9,,,,,,,,,,
PMID32315721,reaction_10,,,,,,,,,,
PMID32315721,reaction_11,,,,,,,,,,
PMID32315721,reaction_12,,,,,,,,,,
PMID32315721,reaction_13,,,,,,,,,,
PMID32315721,reaction_14,,,,,,,,,,
PMID32315721,reaction_15,,,,,,,,,,
PMID32315721,reaction_16,,,,,,,,,,
PMID32315721,reaction_17,,,,,,,,,,
PMID32315721,reaction_18,,,,,,,,,,
PMID32315721,reaction_19,,,,,,,,,,
PMID32315721,reaction_20,,,,,,,,,,
PMID32315721,reaction_21,,,,,,,,,,
PMID32315721,reaction_22,,,,,,,,,,
PMID32315721,reaction_23,,,,,,,,,,
PMID32315721,reaction_24,,,,,,,,,,
PMID32315721,reaction_25,,,,,,,,,,
PMID32315721,reaction_26,,,,,,,,,,
PMID32315721,reaction_27,,,,,,,,,,
PMID32315721,reaction_28,,,,,,,,,,
PMID32316447,reaction_1,,,,1.2,% dry weight,,,,,
PMID32316447,reaction_2,,,,,,,,,,
PMID32316603,reaction_1,,,,,,,,,,
PMID32316603,reaction_2,,,,,,,,,,
PMID32316603,reaction_3,,,,,,,,,,
PMID32316603,reaction_4,,,,,,,,,,
PMID32316603,reaction_5,,,,,,,,,,
PMID32316603,reaction_6,,,,,,,,,,
PMID32322577,reaction_1,,,,,,,,,,
PMID32322577,reaction_2,,,,,,,,,,
PMID32322577,reaction_3,,,,,,,,,,
PMID32322577,reaction_4,,,,,,,,,,
PMID32322577,reaction_5,,,,,,,,,,
PMID32322577,reaction_6,,,,,,,,,,
PMID32322577,reaction_7,,,,,,,,,,
PMID32322577,reaction_8,,,,,,,,,,
PMID32322577,reaction_9,,,,,,,,,,
PMID32322577,reaction_10,,,,,,,,,,
PMID32322577,reaction_11,,,,,,,,,,
PMID32322577,reaction_12,,,,,,,,,,
PMID32322577,reaction_13,,,,,,,,,,
PMID32322725,reaction_1,,,,,,,,,,
PMID32322725,reaction_2,,,,,,,,,,
PMID32322725,reaction_3,,,,,,,,,,
PMID32324773,reaction_1,,,,,,,,,,
PMID32324965,reaction_1,,,,,,,,,,
PMID32324965,reaction_2,90.0,%,,,,,,"Produces the (R)-enantiomer, (R)-HPBE.",,
PMID32324965,reaction_3,96.0,%,,,,,,,,
PMID32325486,reaction_1,,,,,,,,,,
PMID32325762,reaction_1,,,,,,,Produces the 15-cis isomer of phytoene.,"15-cis phytoene was the predominant isomer, constituting >98% of total phytoene found in D. salina extracts.",,
PMID32325762,reaction_2,,,,,,,,,,
PMID32326167,reaction_1,,,,,,,,,,
PMID32327655,reaction_1,,,,,,,,,,
PMID32327655,reaction_2,,,,,,,,,,
PMID32327655,reaction_3,,,,,,,,,,
PMID32327655,reaction_4,,,,,,,,,,
PMID32327655,reaction_5,,,,,,,,,,
PMID32327655,reaction_6,,,,,,,,,,
PMID32327655,reaction_7,,,,,,,,,,
PMID32327655,reaction_8,,,,,,,,,,
PMID32327655,reaction_9,,,,,,,,,,
PMID32328400,reaction_1,100.0,%,,,,,,,,
PMID32328400,reaction_2,75.0,%,,,,,,,,
PMID32328400,reaction_3,32.0,%,,,,,,,,
PMID32330361,reaction_1,,,,,,,,,,
PMID32330361,reaction_2,,,,,,,,,,
PMID32330361,reaction_3,,,,,,,,,,
PMID32330361,reaction_4,,,,,,,,,,
PMID32330624,reaction_1,,,,,,,,,,
PMID32330624,reaction_2,,,,,,,,,,
PMID32330624,reaction_3,,,,,,,,,,
PMID32330624,reaction_4,,,,,,,,,,
PMID32330624,reaction_5,,,,,,,,,,
PMID32330624,reaction_6,,,,,,,,,,
PMID32330624,reaction_7,,,,,,,,,,
PMID32330646,reaction_1,,,,,,,,,,
PMID32330646,reaction_2,,,,,,,,,,
PMID32331716,reaction_1,40.0,%,,,,,,,,
PMID32331716,reaction_2,30.0,%,,,,,,,,
PMID32331716,reaction_3,40.0,%,,,,,,,,
PMID32331722,reaction_1_La-XoxF,,,,,,,,,,
PMID32331722,reaction_2_Nd-XoxF,,,,,,,,,,
PMID32331723,reaction_1,,,,,,,,,,
PMID32331723,reaction_2,86.3,%,,181.9,g/L,,,,,
PMID32334266,reaction_1,,,,,,,,,,
PMID32334266,reaction_2,,,,,,,,,,
PMID32334266,reaction_3,,,,,,,,,,
PMID32334266,reaction_4,,,,,,,,,,
PMID32334266,reaction_5,,,,,,,,,,
PMID32334266,reaction_6,,,,,,,,,,
PMID32334266,reaction_7,,,,,,,,,,
PMID32334266,reaction_8,,,,,,,,,,
PMID32335368,reaction_1,90.0,%,,,,,,,,
PMID32335368,reaction_2,,,,,,,,,,
PMID32335504,reaction_1,,,,,,,,,,
PMID32335504,reaction_2,,,,,,,,,,
PMID32340322,reaction_1,,,,,,,,,,
PMID32343709,reaction_1,,,,,,,Phosphorylates alpha-synuclein at Serine 129.,,,
PMID32343709,reaction_2,,,,,,,Phosphorylates alpha-synuclein at Serine 129.,,,
PMID32344088,reaction_1,90.0,%,,,,,"Site-selective 5-O-β-D-glycosylation of piceid (resveratrol 3-O-β-D-glucoside) to form resveratrol 3,5-β-D-diglucoside.",β-D-glycosylation,,
PMID32344088,reaction_2,,,,,,,,,,
PMID32344088,reaction_3,,,,,,,,,,
PMID32345643,reaction_1,,,,,,,,,,
PMID32346138,reaction_1,,,,,,,Specific for lysine 27 on histone H3 (H3K27).,,,
PMID32352790,reaction_1,,,,1.2,µM,,C1-oxidizing activity. The study suggests the enzyme-substrate interaction geometry favors C1-hydrogen abstraction.,,,
PMID32352790,reaction_2,,,,0.25,µM,,,,,
PMID32353513,reaction_1,,,,,,,,,,
PMID32353513,reaction_2,,,,,,,,,,
PMID32353513,reaction_3,,,,,,,,,,
PMID32353513,reaction_4,,,,,,,,,,
PMID32361114,reaction_1,94.3,%,,,,,,,,
PMID32364738,reaction_1,,,,,,,,,,
PMID32364738,reaction_2,,,,,,,,,,
