literature_id,reaction_id,inhibitor_name,inhibition_type,inhibitor_smiles,synonyms,activity_qualitative,inhibition_qualitative,details,notes
PMID32198779,reaction_1,"3-(1-(Methylsulfonyl)propyl)-2H-benzo[b][1,4]oxazin-2-one",Inactive,,4e,,,,
PMID32198779,reaction_2,3-(methylsulfonyl)-2-oxopropanic acid,Tight-binding,,E4P,,,,
PMID32198779,reaction_2,MMV688271,Tight-binding,,E10,,,,
PMID32200327,reaction_1,7-Deazaxanthine (7DX),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(4-nitrobenzylidene)acetohydrazide (1),,,,,,,
PMID32200327,reaction_1,"N'-(2,4-dihydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (2)",,,,,,,
PMID32200327,reaction_1,"N'-(3,5-dihydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (3)",,,,,,,
PMID32200327,reaction_1,N'-(2-methoxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (4),,,,,,,
PMID32200327,reaction_1,"N'-(3,4-dihydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (5)",,,,,,,
PMID32200327,reaction_1,"N'-(2,5-dihydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (6)",,,,,,,
PMID32200327,reaction_1,N'-(3-hydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (7),,,,,,,
PMID32200327,reaction_1,"2-(2-methyl-1H-indol-3-yl)-N'-(2,4,6-trihydroxybenzylidene)acetohydrazide (8)",,,,,,,
PMID32200327,reaction_1,N'-(4-(dimethylamino)benzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (9),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(2-nitrobenzylidene)acetohydrazide (10),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(3-nitrobenzylidene)acetohydrazide (11),,,,,,,
PMID32200327,reaction_1,N'-(4-hydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (12),,,,,,,
PMID32200327,reaction_1,N'-(4-chlorobenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (13),,,,,,,
PMID32200327,reaction_1,methyl-4-((2-(2-(2-methyl-1H-indol-3-yl)acetyl)hydrazono)methyl)benzoate (14),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(2-methylbenzylidene)acetohydrazide (15),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(4-methylbenzylidene)acetohydrazide (16),,,,,,,
PMID32200327,reaction_1,N'-(3-chlorobenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (17),,,,,,,
PMID32200327,reaction_1,N'-(2-hydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (18),,,,,,,
PMID32200327,reaction_1,2-(2-methyl-1H-indol-3-yl)-N'-(3-methylbenzylidene)acetohydrazide (19),,,,,,,
PMID32200327,reaction_1,N'-(3-hydroxy-4-methoxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (20),,,,,,,
PMID32200327,reaction_1,"N'-(2,4-dimethoxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (21)",,,,,,,
PMID32200327,reaction_1,"N'-(2,3-dihydroxybenzylidene)-2-(2-methyl-1H-indol-3-yl)acetohydrazide (22)",,,,,,,
PMID32226297,reaction_1,CBR-5884,"Allosteric, covalent",,,,,,
PMID32226297,reaction_1,Disulfiram,"Allosteric, covalent",,,,,,
PMID32226297,reaction_1,NCT-503,Allosteric (non-competitive),,,,,,
PMID32226297,reaction_1,BI-4916,Orthosteric (cofactor-competitive),,,,,,
PMID32226297,reaction_1,α-ketothioamides,Not specified,,,,,,
PMID32226297,reaction_1,PKUMDL-WQ-2101,Allosteric,,,,,,
PMID32226297,reaction_1,PKUMDL-WQ-2201,Allosteric,,,,,,
PMID32226297,reaction_1,Azacoccone E,Allosteric (non-competitive),,,,,,
PMID32226297,reaction_1,Ixocarpalactone A,Allosteric (non-competitive),,,,,,
PMID32226807,reaction_1_aminopyrine_demethylation,FK866,,,,,,,Mild inhibition observed only at 100 µM concentration.
PMID32226807,reaction_1_aminopyrine_demethylation,A6,,,,,,,"Showed the greatest inhibitory activity of the tested compounds, with concentration-dependent inhibition in the 1-100 µM range."
PMID32226807,reaction_1_aminopyrine_demethylation,E5,,,,,,,"Showed potent, concentration-dependent inhibition in the 1-100 µM range."
PMID32226807,reaction_1_aminopyrine_demethylation,T1,,,,,,,"Showed potent, concentration-dependent inhibition in the 1-100 µM range."
PMID32229210,reaction_1,NaCl,Inhibition at high concentration,,,,,"Activity was significantly reduced at NaCl concentrations above 400 mM, and no synthesis was observed at 600 mM. Optimal activity between 50-200 mM.",
PMID32229210,reaction_2,dNTPs,Suppression,,,,,"Exonuclease activity is strongly inhibited by dNTPs, being absent at 5 μM dNTPs. At 4.0 μM dNTPs, the Exo/Pol ratio is 0.07.",
PMID32230972,reaction_4,H2O2,Suicide inhibition at concentrations > 100 µM,,,,,,
PMID32233071,reaction_1,5-hydroxymethylfurfural,Substrate inhibition,,,,,Significant inhibition of FDCA production was observed at HMF concentrations of 100 mM and higher in low cell density cultures. Inhibition was overcome by increasing cell density or using a fed-batch strategy.,
PMID32235505,reaction_1,"1,3-diaminopropane (DAP)",Partial inhibition observed,,,,,,
PMID32235505,reaction_1,"N1-guanyl-1,7-diaminoheptane (GC7)","Inhibition observed, stronger than DAP",,,,,,
PMID32246282,reaction_2,Acetate,,,,,,,
PMID32246282,reaction_2,Acetate,,,,,,,
PMID32246282,reaction_3,Fluoride,,,,,,,
PMID32246282,reaction_4,Imidazole,,,,,,,
PMID32246282,reaction_4,Imidazole,,,,,,,
PMID32246282,reaction_4,Imidazole,,,,,,,
PMID32246282,reaction_4,Imidazole,,,,,,,
PMID32246945,reaction_1,Premedrol,Product inhibition,,,,,,
PMID32247165,reaction_1_sGDH,glucose,Substrate inhibition,,,,,,
PMID32247165,reaction_2_mGDH,some pentoses,Inhibitor,,,,,,
PMID32247733,reaction_1,5a,,,,,,,
PMID32247733,reaction_1,5b,,,,,,,
PMID32247733,reaction_1,5c,,,,,,,
PMID32247733,reaction_1,5d,,,,,,,
PMID32247733,reaction_1,5e,,,,,,,
PMID32247733,reaction_1,5f,,,,,,,
PMID32247733,reaction_1,5g,,,,,,,
PMID32247733,reaction_1,5h,,,,,,,
PMID32247733,reaction_1,9a,,,,,,,
PMID32247733,reaction_1,9b,,,,,,,
PMID32247733,reaction_1,9c,,,,,,,
PMID32247733,reaction_1,9d,,,,,,,
PMID32247733,reaction_1,8-fluorotryptanthrin,,,,,,,
PMID32247733,reaction_1,INCB024360,,,,,,,
PMID32247733,reaction_2,5a,,,,,,,
PMID32247733,reaction_2,5b,,,,,,,
PMID32247733,reaction_2,5c,,,,,,,
PMID32247733,reaction_2,5d,,,,,,,
PMID32247733,reaction_2,5e,,,,,,,
PMID32247733,reaction_2,5f,,,,,,,
PMID32247733,reaction_2,5g,,,,,,,
PMID32247733,reaction_2,5h,,,,,,,
PMID32247733,reaction_2,9a,,,,,,,
PMID32247733,reaction_2,9b,,,,,,,
PMID32247733,reaction_2,9c,,,,,,,
PMID32247733,reaction_2,9d,,,,,,,
PMID32247733,reaction_2,8-fluorotryptanthrin,,,,,,,
PMID32247733,reaction_2,LM10,,,,,,,
PMID32247733,reaction_3,5a,,,,,,,
PMID32247733,reaction_3,5b,,,,,,,
PMID32247733,reaction_3,5c,,,,,,,
PMID32247733,reaction_3,5d,,,,,,,
PMID32247733,reaction_3,5e,,,,,,,
PMID32247733,reaction_3,5f,,,,,,,
PMID32247733,reaction_3,5g,,,,,,,
PMID32247733,reaction_3,5h,,,,,,,
PMID32247733,reaction_3,9a,,,,,,,
PMID32247733,reaction_3,9b,,,,,,,
PMID32247733,reaction_3,9c,,,,,,,
PMID32247733,reaction_3,9d,,,,,,,
PMID32247733,reaction_3,INCB024360,,,,,,,
PMID32252458,reaction_1,Letrozole,,,,,,,
PMID32252458,reaction_1,compound 5c,,,,,,,
PMID32252458,reaction_1,compound 5e,,,,,,,
PMID32252458,reaction_1,compound 5k,,,,,,,
PMID32252458,reaction_1,compound 5m,,,,,,,
PMID32257739,reaction_1,Glyphosate,Not specified,,,,,,The wild-type enzyme from P. nitroreducens strains FY43 and FY47 confers tolerance to 8.768% (518.4 mM) glyphosate when expressed in E. coli.
PMID32269094,reaction_1,concanamycin A,V-ATPase blocker,,,,,,
PMID32275825,reaction_1,Compound 27,"Partial, cooperative, non-competitive",,,,,,
PMID32275825,reaction_1,Compound 19,"Partial, cooperative, non-competitive",,,,,,
PMID32275825,reaction_1,Compound 1,,,,,,,
PMID32275825,reaction_1,Compound 31,,,,,,,
PMID32275825,reaction_2,DDD806905,"Competitive (implied, from literature on this series)",,,,,,
PMID32275825,reaction_2,Compound 27,"Partial, cooperative, non-competitive",,,,,,
PMID32275825,reaction_2,Compound 31,,,,,,,
PMID32282952,reaction_1,Hg2+,Strong inhibition observed at 10 mM,,,,,,
PMID32282952,reaction_1,Cd2+,Strong inhibition observed at 10 mM,,,,,,
PMID32283297,reaction_1,11b,,,,,,,
PMID32283297,reaction_1,11e,,,,,,,
PMID32283297,reaction_1,11g,,,,,,,
PMID32283297,reaction_1,11h,,,,,,,
PMID32283297,reaction_1,11i,,,,,,,
PMID32283297,reaction_1,11j,,,,,,,
PMID32283297,reaction_1,11k,,,,,,,
PMID32283297,reaction_1,11l,,,,,,,
PMID32283297,reaction_1,11o,,,,,,,
PMID32283297,reaction_1,11p,,,,,,,
PMID32283297,reaction_1,11v,,,,,,,
PMID32283297,reaction_1,PCPA,,,,,,,
PMID32283299,reaction_1,Polyoxin B,,,,,,,
PMID32283299,reaction_1,Compound 2b,Non-competitive,,,,,,
PMID32283299,reaction_1,Compound 2d,,,,,,,
PMID32283299,reaction_1,Compound 2s,,,,,,,
PMID32283299,reaction_1,Compound 2e,,,,,,,
PMID32283299,reaction_1,Compound 2a,,,,,,,
PMID32283299,reaction_1,Compound 2p,,,,,,,
PMID32283299,reaction_1,Compound 2h,,,,,,,
PMID32283299,reaction_1,Compound 2o,,,,,,,
PMID32283299,reaction_1,Compound 2f,,,,,,,
PMID32283299,reaction_1,Compound 2j,,,,,,,
PMID32283299,reaction_1,Compound 2c,,,,,,,
PMID32296055,reaction_1,ATP,Allosteric,,,,,,
PMID32303871,reaction_1,2-Hydroxybiphenyl,Product feedback inhibition,,,,,,
PMID32303871,reaction_1,Dibenzothiophene,Substrate inhibition,,,,,,
PMID32307572,reaction_1,N-ethylmaleimide,Irreversible,,,,,,"Treatment with the thiol alkylating agent NEM led to a large decrease in Tst/Rho activity, confirming the essential role of a cysteine residue."
PMID32325762,reaction_2,Norflurazon,Inhibitor of PDS function,,,,,,
PMID32330361,reaction_1,"2,4-PDCA (1)",,,,,,,
PMID32330361,reaction_1,"2,3-PDCA (5)",,,,,,,
PMID32330361,reaction_1,"2,5-PDCA (6)",,,,,,,
PMID32330361,reaction_1,"2,6-PDCA (7)",,,,,,,
PMID32330361,reaction_1,Compound 8,,,,,,,
PMID32330361,reaction_1,Compound 9,,,,,,,
PMID32330361,reaction_1,Compound 10,,,,,,,
PMID32330361,reaction_1,Compound 11,,,,,,,
PMID32330361,reaction_1,Compound 12,,,,,,,
PMID32330361,reaction_1,Compound 13,,,,,,,
PMID32330361,reaction_1,Compound 14,,,,,,,
PMID32330361,reaction_1,Compound 15,,,,,,,
PMID32330361,reaction_1,Compound 16,,,,,,,
PMID32330361,reaction_1,Compound 17,,,,,,,
PMID32330361,reaction_1,Compound 18,,,,,,,
PMID32330361,reaction_1,Compound 25,,,,,,,
PMID32330361,reaction_1,Compound 26,,,,,,,
PMID32330361,reaction_1,Compound 29,,,,,,,
PMID32330361,reaction_1,Compound 30,,,,,,,
PMID32330361,reaction_1,Compound 31,,,,,,,
PMID32330361,reaction_1,Compound 32,,,,,,,
PMID32330361,reaction_2,"2,4-PDCA (1)",,,,,,,
PMID32330361,reaction_2,Compound 17,,,,,,,
PMID32330361,reaction_2,Compound 18,,,,,,,
PMID32330361,reaction_2,Compound 25,,,,,,,
PMID32330361,reaction_2,Compound 26,,,,,,,
PMID32330361,reaction_2,Compound 29,,,,,,,
PMID32330361,reaction_2,Compound 30,,,,,,,
PMID32330361,reaction_2,Compound 31,,,,,,,
PMID32330361,reaction_2,Compound 32,,,,,,,
PMID32330361,reaction_3,"2,4-PDCA (1)",,,,,,,
PMID32330361,reaction_3,Compound 17,,,,,,,
PMID32330361,reaction_3,Compound 18,,,,,,,
PMID32330361,reaction_3,Compound 25,,,,,,,
PMID32330361,reaction_3,Compound 26,,,,,,,
PMID32330361,reaction_3,Compound 29,,,,,,,
PMID32330361,reaction_3,Compound 30,,,,,,,
PMID32330361,reaction_3,Compound 31,,,,,,,
PMID32330361,reaction_3,Compound 32,,,,,,,
PMID32330361,reaction_4,"2,4-PDCA (1)",,,,,,,
PMID32330361,reaction_4,Compound 17,,,,,,,
PMID32330361,reaction_4,Compound 18,,,,,,,
PMID32330361,reaction_4,Compound 25,,,,,,,
PMID32330361,reaction_4,Compound 26,,,,,,,
PMID32330361,reaction_4,Compound 29,,,,,,,
PMID32330361,reaction_4,Compound 30,,,,,,,
PMID32330361,reaction_4,Compound 31,,,,,,,
PMID32330361,reaction_4,Compound 32,,,,,,,
PMID32330646,reaction_1,Allopurinol,Not specified,,,,,,
PMID32330646,reaction_1,Baicalein,Not specified,,,,,,
PMID32330646,reaction_1,Kaempferol,Not specified,,,,,,
PMID32330646,reaction_1,Luteolin,Not specified,,,,,,
PMID32330646,reaction_1,Quercetin,Not specified,,,,,,
PMID32330646,reaction_1,Isorhamnetin,"Mixed-type (competitive and noncompetitive), Reversible",,,,,,
PMID32330646,reaction_1,Kaempferide,"Mixed-type (competitive and noncompetitive), Reversible",,,,,,
PMID32330646,reaction_1,Hesperitin,"Mixed-type (competitive and noncompetitive), Reversible",,,,,,
PMID32330646,reaction_1,Epigallocatechin gallate,"Uncompetitive (anti-competitive), Reversible",,,,,,
PMID32330646,reaction_2,Isorhamnetin,Inhibition of superoxide formation,,,,,,
PMID32334266,reaction_1,Sunitinib (6),,,,,,,"Tested as a benchmark inhibitor, but its IC50 value from this specific assay was not reported in the text."
PMID32334266,reaction_1,Compound 16,,,,,,,40% inhibition at 20 µM
PMID32334266,reaction_1,Compound 12,,,,,,,Complete loss of activity observed.
PMID32334266,reaction_1,Compound 17,,,,,,,Complete loss of activity observed.
PMID32334266,reaction_1,Compound 19,,,,,,,Loss of activity observed.
PMID32334266,reaction_1,Compound 20,,,,,,,
PMID32334266,reaction_1,Compound 21,,,,,,,
PMID32334266,reaction_1,Compound 23,,,,,,,
PMID32334266,reaction_1,Compound 57,,,,,,,
PMID32334266,reaction_1,Compound 58,,,,,,,89% inhibition at 20 µM
PMID32334266,reaction_1,Compound 61,,,,,,,
PMID32334266,reaction_1,Compound 63,,,,,,,
PMID32334266,reaction_1,Compound 64,,,,,,,
PMID32334266,reaction_1,Compound 65,,,,,,,
PMID32334266,reaction_1,Compound 67,,,,,,,
PMID32334266,reaction_1,Compound 68,,,,,,,
PMID32334266,reaction_2,Sunitinib (6),,,,,,,"Tested as a benchmark inhibitor, but its IC50 value from this specific assay was not reported in the text."
PMID32334266,reaction_2,Compound 16,,,,,,,17% inhibition at 10 µM
PMID32334266,reaction_2,Compound 12,,,,,,,Complete loss of activity observed.
PMID32334266,reaction_2,Compound 17,,,,,,,Complete loss of activity observed.
PMID32334266,reaction_2,Compound 19,,,,,,,Loss of activity observed.
PMID32334266,reaction_2,Compound 20,,,,,,,
PMID32334266,reaction_2,Compound 21,,,,,,,
PMID32334266,reaction_2,Compound 23,,,,,,,
PMID32334266,reaction_2,Compound 55,,,,,,,
PMID32334266,reaction_2,Compound 57,,,,,,,
PMID32334266,reaction_2,Compound 58,,,,,,,88% inhibition at 10 µM
PMID32334266,reaction_2,Compound 61,,,,,,,
PMID32334266,reaction_2,Compound 63,,,,,,,
PMID32334266,reaction_2,Compound 64,,,,,,,
PMID32334266,reaction_2,Compound 65,,,,,,,
PMID32334266,reaction_2,Compound 67,,,,,,,
PMID32334266,reaction_2,Compound 68,,,,,,,
PMID32334266,reaction_3,Sunitinib (6),,,,,,,
PMID32334266,reaction_3,Compound 16,,,,,,,"At 5.00 µM, p-ACC level was 97.1% of control."
PMID32334266,reaction_3,Compound 65,,,,,,,"At 5.00 µM, p-ACC level was 23.7% of control. Showed significant reduction of p-ACC levels compared to sunitinib at multiple concentrations."
PMID32334266,reaction_3,Compound 66,,,,,,,"At 5.00 µM, p-ACC level was 34.1% of control."
PMID32334266,reaction_3,Compound 67,,,,,,,"At 5.00 µM, p-ACC level was 29.2% of control. Showed significant reduction of p-ACC levels compared to sunitinib at 3.125 µM and 12.5 µM."
PMID32334266,reaction_4,Sunitinib (6),,,,,,,"Tested as a benchmark inhibitor, but its IC50 value was not reported in the text."
PMID32334266,reaction_4,Compounds 19-23,,,,,,,Retained KDR binding potency similar to that of sunitinib.
PMID32334266,reaction_4,Compound 61,,,,,,,
PMID32334266,reaction_4,Compound 65,,,,,,,
PMID32334266,reaction_4,Compound 66,,,,,,,
PMID32334266,reaction_4,Compound 70,,,,,,,
PMID32334266,reaction_4,Compound 67,,,,,,,
PMID32334266,reaction_5,Sunitinib (6),,,,,,,Strongly inhibited (>90% inhibition at 100 nM).
PMID32334266,reaction_5,Compound 65,,,,,,,Greatly reduced binding compared to sunitinib at 100 nM.
PMID32334266,reaction_5,Compound 67,,,,,,,Greatly reduced binding compared to sunitinib at 100 nM.
PMID32334266,reaction_6,Sunitinib (6),,,,,,,Strongly inhibited (>90% inhibition at 100 nM).
PMID32334266,reaction_6,Compound 65,,,,,,,Greatly reduced binding compared to sunitinib at 100 nM.
PMID32334266,reaction_6,Compound 67,,,,,,,Greatly reduced binding compared to sunitinib at 100 nM.
PMID32334266,reaction_7,Sunitinib (6),,,,,,,Strongly inhibited (>90% inhibition at 100 nM).
PMID32334266,reaction_7,Compound 65,,,,,,,No observable effect at 100 nM.
PMID32334266,reaction_7,Compound 67,,,,,,,No observable effect at 100 nM.
PMID32334266,reaction_8,Sunitinib (6),,,,,,,Strongly inhibited (>90% inhibition at 100 nM).
PMID32334266,reaction_8,Compound 65,,,,,,,Reduced activity with respect to sunitinib at 100 nM.
PMID32334266,reaction_8,Compound 67,,,,,,,Reduced activity with respect to sunitinib at 100 nM.
PMID32335368,reaction_1,Sulfate,Competitive (with molybdate for transport system),,,,,,
PMID32335368,reaction_2,Sulfate,"Competitive (with molybdate for transport system, inferred)",,,,,,
PMID32335504,reaction_1,Quinoline-class inhibitors,Locks MsbA in an inward-facing wide-open conformation.,,,,,,
PMID32335504,reaction_1,Unspecified compound from phenotypic screen,Uncoupler; stimulates ATP hydrolysis while blocking LPS transport.,,,,,,
PMID32335504,reaction_2,Macrocyclic peptidomimetics,Binds to the β-jellyroll domains and blocks LPS transport.,,,,,,
PMID32335504,reaction_2,Thanatin,Binds to the β-jellyroll domains and blocks LPS transport.,,,,,,
PMID32335504,reaction_2,IMB-881,Binds to the β-jellyroll domains and blocks LPS transport.,,,,,,
PMID32335504,reaction_2,Novobiocin,Action mechanism in Gram-negative bacteria is undefined. Binds a functionally irrelevant site in LptB2FGC crystal structure.,,,,,,
PMID32340322,reaction_1,2-[(4-hydroxy-6-methylpyrimidin-2-yl)sulfanyl]-1-(naphthalen-1-yl)ethan-1-one (HMPSNE),Not specified,,,,,,
PMID32346138,reaction_1,GSK-J4,Not specified,,,,,,
PMID32353513,reaction_1,NADPH,Non-nucleoside inhibitor,,,,,,
PMID32353513,reaction_2,NADPH,Not specified,,,,,,
PMID32353513,reaction_3,NADPH,Not specified,,,,,,
PMID32353513,reaction_4,NADPH,Non-nucleoside inhibitor,,,,,"NADPH significantly decreased synthesis of the full-length product but did not act as a chain terminator, as no intermediate products were observed.",
PMID32367441,reaction_12,8-aminoguanine,Inhibition observed,,,,,,Abolished the reaction at 100 μmol/L.
PMID32367441,reaction_12,forodesine,Inhibition observed,,,,,,Abolished the reaction at 5 μmol/L.
PMID32367441,reaction_13,8-aminoguanine,Inhibition observed,,,,,,Abolished the reaction at 100 μmol/L.
PMID32367441,reaction_14,8-aminoguanine,Inhibition observed,,,,,,Abolished the reaction at 100 μmol/L.
PMID32367441,reaction_15,8-aminoguanine,Inhibition observed,,,,,,Abolished the reaction at 100 μmol/L.
PMID32367441,reaction_17,forodesine,Inhibition observed,,,,,,Blocked the increase in adenine levels at 5 μmol/L in perfusate.
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat serum). Study reports activation.,,,,,,
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat kidney). Study reports activation.,,,,,,
PMID32368512,reaction_1,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat liver). Study reports activation.,,,,,,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat serum). Study reports activation.,,,,,,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat kidney). Study reports activation.,,,,,,
PMID32368512,reaction_2,Cobalt nanoparticles (<50 nm),Not specified (Source: Wistar rat liver). Study reports activation.,,,,,,
PMID32373581,reaction_1,Glycosylated Triterpenoid Saponin,Non-competitive inhibition,,,,,,
PMID32373581,reaction_2,2'-F-c-di-GMP,Non-competitive inhibition binding to the DGC I-site,Nc1nc2c(ncn2C2OC3COP(=O)([O-])OC4C(COP(=O)([O-])OC3C2F)OC(n2cnc3c(=O)[nH]c(N)nc32)C4F)c(=O)[nH]1,,,,,
PMID32373581,reaction_2,Ebselen,Covalent modification of cysteine residues near the c-di-GMP binding pocket,O=c1c2ccccc2[se]n1-c1ccccc1,,,,,
PMID32373581,reaction_2,Sulfasalazine,Competitive inhibition of active site,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,,,,
PMID32373581,reaction_2,Eprosartan,Competitive inhibition of active site,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,,,,
PMID32373581,reaction_2,N-(4-anilinophenyl)benzamide,Unknown,O=C(Nc1ccc(Nc2ccccc2)cc1)c1ccccc1,,,,,
PMID32373581,reaction_2,LP3134,Competitive inhibition of active site,,,,,,
PMID32373581,reaction_3,c-di-inosinylic acid,Non-competitive inhibition binding to the DGC I-site,O=C1C=NC2=C(N1)N=CN2C3C(C(C(O3)COP(=O)(O)OC4C(C(C(O4)N5C=NC6=C(C5=O)N=CN6)O)O)O)O,,,,,
PMID32373581,reaction_4,DC1058,Non-competitive inhibition binding to the DGC I-site,,,,,,The PleD activity with 100 µM of DC1058 and 100 µM of GTP is ~32% of that without DC1058.
PMID32373581,reaction_4,Amb2250087,Competitive inhibition,O=[N+]([O-])c1cc(S(=O)(=O)N/N=C/c2ccc(O)c(O)c2O)ccc1Cl,,,,,
PMID32373581,reaction_4,Amb379455,Competitive inhibition,Cc1ccc(S(=O)(=O)N/N=C/c2ccc(O)c(O)c2)cc1[N+](=O)[O-],,,,,
PMID32373581,reaction_5,MANT-GTP,Competitive inhibition (probable),CNc1ccccc1C(=O)OC1C(OC)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC1n1cnc2c(=O)[nH]c(N)nc21,,,,,
PMID32373581,reaction_5,MANT-GTPγS,Competitive inhibition (probable),CNc1ccccc1C(=O)OC1C(OC)C(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)OC1n1cnc2c(=O)[nH]c(N)nc21,,,,,
PMID32373581,reaction_5,TNP-GTP,Competitive inhibition (probable),C1([N+](=O)[O-])=CC(=[N+]([O-])[O-])C=C([N+](=O)[O-])C12OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(n3cnc4c(=O)[nH]c(N)nc43)C1O2,,,,,
PMID32373581,reaction_5,Sulfasalazine,Competitive inhibition of active site,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,,,,
PMID32373581,reaction_5,Eprosartan,Competitive inhibition of active site,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,,,,
PMID32373581,reaction_6,Ebselen,Covalent modification of cysteine residues near the c-di-GMP binding pocket,O=c1c2ccccc2[se]n1-c1ccccc1,,,,,
PMID32373581,reaction_7,N-(4-anilinophenyl)benzamide,Unknown,O=C(Nc1ccc(Nc2ccccc2)cc1)c1ccccc1,,,,,
PMID32373581,reaction_8,"[2- oxo-2-(2-oxopyrrolidin-1-yl)ethyl] 1,3-benzothiazole-6-carboxylate",Non-competitive inhibition binding to the DGC I-site,O=C(OCC(=O)N1CCCC1=O)c1ccc2ncsc2c1,,,,,
PMID32373581,reaction_8,"4-(2,5-dimethylphenoxy)-N-(4-morpholin-4-ylphenyl)butanamide",Non-competitive inhibition binding to the DGC I-site,Cc1ccc(C)c(OCCCC(=O)Nc2ccc(N3CCOCC3)cc2)c1,,,,,
PMID32373581,reaction_9,LP3134,Competitive inhibition of active site,,,,,,"Showed significant inhibitory activity, but a specific IC50 value for tDGC was not provided in the text."
PMID32382667,reaction_1,Ca2+,Inhibitor,,,,,,
PMID32382667,reaction_1,Mn2+,Inhibitor,,,,,,
PMID32382667,reaction_1,EDTA,Inhibitor,,,,,,
PMID32382667,reaction_1,SDS,Inhibitor,,,,,,
PMID32382667,reaction_1,PMSF,Inhibitor,,,,,,
PMID32382667,reaction_1,unlabeled ATP,Competitive,,,,,,
PMID32393899,reaction_1,nordihydroguaiaretic acid,"Redox-type, active site inhibitor",,NDGA,,,,Concentration-dependently inhibited formation of 5-LOX products (0.1–10 µM in cell-free assay; 1 µM in HEK293 cells).
PMID32393899,reaction_1,3-acetyl-11-keto-beta-boswellic acid,"Allosteric, non-competitive inhibitor",,AKBA,,,,Concentration-dependently inhibited formation of 5-LOX products (10–50 µM in cell-free assay; 25 µM in HEK293 cells). IC50 values <10 µM cited from other studies.
PMID32393899,reaction_1,zileuton,Iron-ligand 5-LOX-selective inhibitor,,,,,,Used to confirm 5-LOX as the source of 12-HETE production. Combination with AKBA completely abolished 5-LOX activity.
PMID32399854,reaction_1,9a,,,,,,,
PMID32399854,reaction_1,9b,,,,,,,
PMID32399854,reaction_1,9c,,,,,,,
PMID32399854,reaction_1,9d,,,,,,,
PMID32399854,reaction_1,9e,,,,,,,
PMID32399854,reaction_1,9f,,,,,,,
PMID32399854,reaction_1,9g,,,,,,,
PMID32399854,reaction_1,9h,,,,,,,
PMID32399854,reaction_1,9i,,,,,,,
PMID32399854,reaction_1,9j,,,,,,,
PMID32399854,reaction_1,9k,Noncompetitive,,,,,,
PMID32399854,reaction_1,9l,,,,,,,
PMID32399854,reaction_1,Kojic acid,,,,,,,
PMID32428392,reaction_3,GRL-0617,Not specified,,,,,,
PMID32428392,reaction_3,compound 6,Not specified,,,,,,
PMID32428392,reaction_3,7724772,Not specified,,,,,,
PMID32428392,reaction_3,6577871,Not specified,,,,,,Maximum inhibition of 61% was reached.
PMID32428392,reaction_3,9247873,Not specified,,,,,,
