literature_id,reaction_id,factor_name
PMID32314063,reaction_1,Bovine serum albumin (BSA)
PMID32314063,reaction_1,Glutaraldehyde
PMID32314063,reaction_1,Ti3C2Tx MXene
PMID32315721,reaction_1,NADPH
PMID32315721,reaction_2,NADPH
PMID32315721,reaction_3,NADPH
PMID32315721,reaction_4,NADPH
PMID32315721,reaction_5,NADPH
PMID32315721,reaction_6,NADPH
PMID32315721,reaction_7,NADPH
PMID32315721,reaction_8,NADPH
PMID32315721,reaction_9,NADPH
PMID32315721,reaction_10,NADPH
PMID32315721,reaction_11,NADPH
PMID32315721,reaction_12,NADPH
PMID32315721,reaction_13,NADPH
PMID32315721,reaction_14,NADPH
PMID32315721,reaction_15,NADPH
PMID32315721,reaction_16,NADPH
PMID32315721,reaction_17,NADPH
PMID32315721,reaction_18,NADPH
PMID32315721,reaction_19,NADPH
PMID32315721,reaction_20,NADPH
PMID32315721,reaction_21,NADPH
PMID32315721,reaction_22,NADPH
PMID32315721,reaction_23,NADPH
PMID32315721,reaction_24,NADPH
PMID32315721,reaction_25,NADPH
PMID32315721,reaction_26,NADPH
PMID32315721,reaction_27,NADPH
PMID32315721,reaction_28,NADPH
PMID32316603,reaction_1,Divalent metal ion
PMID32316603,reaction_2,Divalent metal ion
PMID32316603,reaction_3,Divalent metal ion
PMID32316603,reaction_4,Divalent metal ion
PMID32316603,reaction_5,Divalent metal ion
PMID32316603,reaction_6,Divalent metal ion
PMID32322725,reaction_1,MgCl2
PMID32322725,reaction_1,Alcohol dehydrogenase (ADH)
PMID32322725,reaction_2,MgCl2
PMID32322725,reaction_3,MgCl2
PMID32324773,reaction_1,Endogenous Arabidopsis NRT3/NAR2 proteins
PMID32324965,reaction_2,BmGDHM6
PMID32324965,reaction_2,D-glucose
PMID32324965,reaction_2,NADP+
PMID32324965,reaction_3,BmGDHM6
PMID32324965,reaction_3,D-glucose
PMID32324965,reaction_3,NADP+
PMID32325762,reaction_2,Plastoquinone
PMID32326167,reaction_1,"Amorpha-4,11-diene monooxygenase (CYP71AV1) from Artemisia annua"
PMID32326167,reaction_1,Artemisinic aldehyde ∆11(13) reductase (DBR2) from Artemisia annua
PMID32326167,reaction_1,Cytochrome P450 reductase (CPR) from Artemisia annua
PMID32326167,reaction_1,Truncated 3-hydroxy-3-methylglutaryl-coenzyme A reductase (tHMGR) from Saccharomyces cerevisiae
PMID32327655,reaction_1,Pyridoxal phosphate
PMID32327655,reaction_2,Pyridoxal phosphate
PMID32327655,reaction_4,Pyridoxal phosphate
PMID32327655,reaction_4,L-lactate dehydrogenase
PMID32327655,reaction_4,NADH
PMID32327655,reaction_5,Pyridoxal phosphate
PMID32327655,reaction_5,L-lactate dehydrogenase
PMID32327655,reaction_5,NADH
PMID32327655,reaction_6,Pyridoxal phosphate
PMID32327655,reaction_6,L-lactate dehydrogenase
PMID32327655,reaction_6,NADH
PMID32327655,reaction_7,Pyridoxal phosphate
PMID32327655,reaction_7,L-lactate dehydrogenase
PMID32327655,reaction_7,NADH
PMID32327655,reaction_8,Pyridoxal phosphate
PMID32327655,reaction_8,L-lactate dehydrogenase
PMID32327655,reaction_8,NADH
PMID32327655,reaction_9,Pyridoxal phosphate
PMID32327655,reaction_9,L-lactate dehydrogenase
PMID32327655,reaction_9,NADH
PMID32330361,reaction_1,Fe(II)
PMID32330361,reaction_1,L-ascorbic acid
PMID32330624,reaction_5,ATP
PMID32330624,reaction_5,L-Serine
PMID32330624,reaction_6,Selenocysteine synthase (EcSelA)
PMID32330624,reaction_7,Selenocysteine synthase (EcSelA)
PMID32330646,reaction_2,NBT (Nitroblue tetrazolium)
PMID32331716,reaction_1,Heme
PMID32331716,reaction_2,Heme
PMID32331716,reaction_3,Heme
PMID32331722,reaction_1_La-XoxF,PQQ
PMID32331722,reaction_1_La-XoxF,La³⁺
PMID32331722,reaction_2_Nd-XoxF,PQQ
PMID32331722,reaction_2_Nd-XoxF,Nd³⁺
PMID32331723,reaction_1,Flavin adenine dinucleotide (FAD)
PMID32331723,reaction_2,KatE catalase (co-expressed)
PMID32334266,reaction_1,MgCl2
PMID32334266,reaction_2,MgCl2
PMID32334266,reaction_3,2-Deoxy-D-glucose
PMID32335368,reaction_1,Molybdenum
PMID32335368,reaction_2,Molybdenum
PMID32335504,reaction_2,LptC (regulatory subunit)
PMID32343709,reaction_1,MgCl2
PMID32343709,reaction_2,MgCl2
PMID32344088,reaction_1,Sucrose synthase (SuSyAc) from Acidithiobacillus caldus
PMID32344088,reaction_1,UDP
PMID32344088,reaction_1,UDP-glucose
PMID32344088,reaction_3,pyruvate kinase
PMID32344088,reaction_3,lactate dehydrogenase
PMID32344088,reaction_3,phospho-enol pyruvate
PMID32344088,reaction_3,NADH
PMID32345643,reaction_1,Pyridoxal phosphate (PLP)
PMID32345643,reaction_1,SspD
PMID32352790,reaction_1,Copper ion
PMID32352790,reaction_2,Copper ion
PMID32353513,reaction_1,MgCl2
PMID32353513,reaction_1,MnCl2
PMID32353513,reaction_2,MgCl2
PMID32353513,reaction_2,MnCl2
PMID32353513,reaction_3,MgCl2
PMID32353513,reaction_3,MnCl2
PMID32361114,reaction_1,endogenous chloroplast electron transport chain (ETC) proteins
PMID32364738,reaction_1,Mg2+
PMID32364738,reaction_2,Mg2+
PMID32367441,reaction_17,EHNA (adenosine deaminase inhibitor)
PMID32367441,reaction_17,5-iodotubericidin (adenosine kinase inhibitor)
PMID32367441,reaction_17,NBTI (adenosine uptake inhibitor)
PMID32367573,reaction_1,Mg2+
PMID32367573,reaction_1,ATP
PMID32367573,reaction_2,Mg2+
PMID32367573,reaction_2,ATP
PMID32367573,reaction_3,Mg2+
PMID32367573,reaction_3,ATP
PMID32367573,reaction_4,Mg2+
PMID32367573,reaction_4,ATP
PMID32367573,reaction_5,Mg2+
PMID32367573,reaction_5,ATP
PMID32367573,reaction_6,Mg2+
PMID32367573,reaction_6,ATP
PMID32367573,reaction_7,Mg2+
PMID32367573,reaction_7,ATP
PMID32367573,reaction_8,Mg2+
PMID32367573,reaction_8,ATP
PMID32379966,reaction_1,heme b558
PMID32379966,reaction_1,heme b595
PMID32379966,reaction_1,heme d
PMID32382450,reaction_2,Lytic polysaccharide monooxygenase 9C (NcLPMO9C) from Neurospora crassa
PMID32382667,reaction_1,Mg2+
PMID32386575,reaction_1,Acyl carrier protein (E. coli ACP co-purified from expression host; M. smegmatis AcpM identified from M. smegmatis expression system)
PMID32386575,reaction_1,Ca2+
PMID32388928,reaction_1,Xylose transporter (Ec-XylE)
PMID32388928,reaction_2,Xylose isomerase (Ec-XI)
PMID32388928,reaction_2,Xylose transporter (Ec-XylE)
PMID32391185,reaction_1,H2O2
PMID32391185,reaction_2,H2O2
PMID32391185,reaction_2,Peracetic acid
PMID32391185,reaction_3,H2O2
PMID32391470,reaction_6,FMN
PMID32391470,reaction_6,(NH4)Fe(SO4)2
PMID32391470,reaction_6,DTT
PMID32393857,reaction_1,TonB-ExbB-ExbD complex
PMID32393857,reaction_6,TonB-ExbB-ExbD complex
PMID32393857,reaction_6,Gingipains (for generating peptides from BSA in vivo)
PMID32393899,reaction_1,FLAP
PMID32393899,reaction_1,Ca2+
PMID32396821,reaction_1,FAD
PMID32396821,reaction_2,FAD
PMID32397467,reaction_5,myokinase
PMID32397467,reaction_5,pyruvate kinase
PMID32397467,reaction_5,phosphoenolpyruvate
PMID32398013,reaction_1,crtE
PMID32398013,reaction_1,crtI
PMID32398013,reaction_1,crtYB
PMID32399854,reaction_1,Copper
PMID32405654,reaction_1,MgCl2
PMID32405654,reaction_1,DTT
PMID32405654,reaction_6,MgCl2
PMID32405654,reaction_6,DTT
PMID32409606,reaction_5,Endogenous N. benthamiana enzymes
PMID32409656,reaction_1,Mg2+
PMID32409656,reaction_2,Mg2+
PMID32409656,reaction_3,Mg2+
PMID32416191,reaction_1,MgCl2
PMID32417540,reaction_5,phaJ1Pa
PMID32417540,reaction_6,phaJ1Pa
PMID32417540,reaction_7,phaJ1Pa
PMID32417540,reaction_10,phaJ1Pa
PMID32417540,reaction_11,phaJ1Pa
PMID32417540,reaction_12,phaJ1Pa
PMID32417540,reaction_13,phaJ1Pa
PMID32417540,reaction_14,phaJ1Pa
PMID32417540,reaction_15,phaJ1Pa
PMID32423667,reaction_1,Pyridoxal 5′-phosphate (PLP)
PMID32423667,reaction_2,Pyridoxal 5′-phosphate (PLP)
PMID32423667,reaction_3,Pyridoxal 5′-phosphate (PLP)
PMID32423667,reaction_4,Pyridoxal 5′-phosphate (PLP)
PMID32423667,reaction_5,Pyridoxal 5′-phosphate (PLP)
PMID32423674,reaction_1,Horseradish peroxidase (POx)
PMID32423674,reaction_1,o-dianisidine dihydrochloride
PMID32432915,reaction_1,ferrous sulfate (Fe2+)
PMID32432915,reaction_1,ascorbate
PMID32432915,reaction_1,catalase
PMID32442521,reaction_1,pyridoxal-5′-phosphate
PMID32456285,reaction_1,MsrA
PMID32456285,reaction_1,Zn2+
PMID32457294,reaction_1_neddylation,NEDD8 E1 (UBA3)
PMID32457294,reaction_1_neddylation,NEDD8 E2 (UBE2M)
PMID32457294,reaction_1_neddylation,Ku70
PMID32457294,reaction_1_neddylation,Ku80
PMID32459092,reaction_1,HT-DNA (activator)
PMID32459092,reaction_1,E.coli pyrophosphatase (assay coupling enzyme)
PMID32459374,reaction_1_CaCYP51,Homo sapiens cytochrome P450 reductase (HsCPR)
PMID32459374,reaction_2_HsCYP51,Homo sapiens cytochrome P450 reductase (HsCPR)
PMID32464091,reaction_1,t3CLC (Clamp Loader Complex with 3 tau subunits)
PMID32464091,reaction_2,DnaGC (C-terminal domain of DnaG primase)
PMID32464091,reaction_2,t3CLC
PMID32464091,reaction_3,DnaB helicase
PMID32464091,reaction_3,DnaG primase
PMID32464091,reaction_3,DnaC loader
PMID32464091,reaction_3,SSB
PMID32464091,reaction_3,beta2 clamp
PMID32464091,reaction_4,DnaB helicase
PMID32464091,reaction_4,DnaC loader
PMID32464091,reaction_4,t3dd0
PMID32464091,reaction_4,DnaGC
PMID32464091,reaction_5,DnaB-GC (cross-linked construct)
PMID32464091,reaction_5,DnaC loader
PMID32464091,reaction_5,t3dd0
PMID32464091,reaction_6,DnaB helicase
PMID32464091,reaction_6,DnaG primase
PMID32464091,reaction_6,SSB
PMID32464091,reaction_6,beta2 clamp
PMID32469443,reaction_1,Mg2+
PMID32470517,reaction_1,Mg2+
PMID32470517,reaction_2,Mg2+
PMID32471859,reaction_1,Mg2+
PMID32472090,reaction_1,Glucose dehydrogenase
PMID32472090,reaction_1,Glucose
PMID32472101,reaction_1,ribo-Q1 (orthogonal ribosome)
PMID32472101,reaction_2,ribo-Q1 (orthogonal ribosome)
PMID32472101,reaction_3,ribo-Q1 (orthogonal ribosome)
PMID32472168,reaction_1,MgCl2
PMID32472168,reaction_2,MgCl2
PMID32472168,reaction_3,MgCl2
PMID32472168,reaction_4,MgCl2
PMID32483918,reaction_1,MnCl2
PMID32483918,reaction_2,MnCl2
PMID32483918,reaction_3,MnCl2
PMID32483918,reaction_4,MnCl2
PMID32483918,reaction_5,MnCl2
PMID32483918,reaction_6,MnCl2
PMID32483918,reaction_7,MnCl2
PMID32483918,reaction_8,MnCl2
PMID32483918,reaction_9,MnCl2
PMID32483918,reaction_10,MnCl2
PMID32485238,reaction_1,Mg2+
PMID32485238,reaction_1,K+
PMID32485238,reaction_2,Mg2+
PMID32485238,reaction_2,K+
PMID32487758,reaction_1,FAD
PMID32487758,reaction_1,FMN
PMID32487758,reaction_1,4Fe-4S cluster
PMID32488442,reaction_2,epoxide hydrolase from Myxococcus xanthus
PMID32492133,reaction_1,glutathione peroxidase
PMID32492133,reaction_1,glutathione
PMID32496216,reaction_1,Mg2+
PMID32500270,reaction_6,Mn2+
PMID32500270,reaction_6,Mg2+
PMID32500270,reaction_7,Mn2+
PMID32500270,reaction_7,Mg2+
PMID32500270,reaction_8,Mn2+
PMID32500270,reaction_8,Mg2+
PMID32500270,reaction_9,Mn2+
PMID32500270,reaction_9,Mg2+
PMID32500270,reaction_10,Mn2+
PMID32500270,reaction_10,Mg2+
PMID32504107,reaction_1,Fe(II)
PMID32504107,reaction_1,ascorbic acid
PMID32511919,reaction_1,diiron cofactor
PMID32511919,reaction_2,diiron cofactor
PMID32513704,reaction_1,FNR–ferredoxin pair
PMID32513704,reaction_1,NADPH-cytochrome P450 reductase (CPR) ATR2
PMID32513704,reaction_1,"NADPH regeneration system (glucose 6-phosphate, glucose 6-phosphate dehydrogenase)"
PMID32517586,reaction_1,structural Zn2+
PMID32526261,reaction_1,acetyl-CoA acetyltransferase (PhaA from Ralstonia eutropha H16)
PMID32526261,reaction_1,acetoacetyl-CoA reductase (PhaB from Ralstonia eutropha H16)
PMID32526261,reaction_2,acetyl-CoA acetyltransferase (PhaA from Ralstonia eutropha H16)
PMID32526261,reaction_2,acetoacetyl-CoA reductase (PhaB from Ralstonia eutropha H16)
PMID32526261,reaction_3,acetyl-CoA acetyltransferase (PhaA from Ralstonia eutropha H16)
PMID32526261,reaction_3,acetoacetyl-CoA reductase (PhaB from Ralstonia eutropha H16)
PMID32531208,reaction_1,MgCl2
PMID32531315,reaction_1,Fe3+
PMID32531362,reaction_1,Thioredoxin Trx2C34S
PMID32534087,reaction_1,mercaptoethanol (slight activation)
PMID32534087,reaction_1,dithiothreitol (slight activation)
PMID32534087,reaction_3,Glucose dehydrogenase (from Bacillus subtilis)
PMID32540188,reaction_1,magnesium chloride
PMID32540188,reaction_1,inorganic pyrophosphatase
PMID32540485,reaction_1,Flavine adenine dinucleotide
PMID32541034,reaction_1,tRNAAsp
PMID32541034,reaction_2,tRNAAsp
PMID32544743,reaction_1,manganese chloride
PMID32546622,reaction_1,Mg2+
PMID32546622,reaction_1,Phosphatidylserine
PMID32546622,reaction_2,Mg2+
PMID32546622,reaction_2,Phosphatidylserine
PMID32546622,reaction_3,Mg2+
PMID32546622,reaction_3,Phosphatidylserine
PMID32546622,reaction_4,Mg2+
PMID32546622,reaction_4,Phosphatidylserine
PMID32546622,reaction_5,Mg2+
PMID32546622,reaction_5,Phosphatidylserine
PMID32553892,reaction_1,FAD
PMID32553892,reaction_2,FAD
PMID32553892,reaction_3,FAD
PMID32553892,reaction_4,FAD
PMID32553892,reaction_5,FAD
PMID32553892,reaction_6,FAD
PMID32557118,reaction_1,Alcohol dehydrogenase from Streptomyces coelicolor A3 (ScADH)
PMID32565080,reaction_1,di-iron core
PMID32569353,reaction_1,FAD
PMID32569353,reaction_2,FAD
PMID32569353,reaction_3,FAD
PMID32569353,reaction_4,FAD
PMID32569353,reaction_5,FAD
PMID32569353,reaction_6,FAD
PMID32569353,reaction_7,pyridoxal 5′-phosphoric acid (PLP)
PMID32569553,reaction_1,Mg2+
PMID32569553,reaction_2,Mg2+
PMID32569553,reaction_3,Mg2+
PMID32569553,reaction_4,Mg2+
PMID32569553,reaction_5,Mg2+
PMID32569553,reaction_6,Mg2+
PMID32569553,reaction_7,Mg2+
PMID32569553,reaction_8,Mg2+
PMID32569553,reaction_9,Mg2+
PMID32569553,reaction_10,Mg2+
PMID32569553,reaction_11,Mg2+
PMID32569553,reaction_12,Mg2+
PMID32569553,reaction_13,Mg2+
PMID32571930,reaction_1,HpsH (activating enzyme)
PMID32571930,reaction_1,S-adenosylmethionine
PMID32571930,reaction_1,Ti(III) citrate
PMID32571930,reaction_1,E. coli glycerol dehydrogenase (GldA)
PMID32571930,reaction_1,NADH
PMID32571930,reaction_2,HpsH (activating enzyme)
PMID32571930,reaction_2,S-adenosylmethionine
PMID32571930,reaction_2,Ti(III) citrate
PMID32571930,reaction_2,Saccharomyces cerevisiae alcohol dehydrogenase (ADH1)
PMID32571930,reaction_2,NADH
PMID32571930,reaction_3,HpfH (activating enzyme)
PMID32571930,reaction_3,S-adenosylmethionine
PMID32571930,reaction_3,Ti(III) citrate
PMID32571930,reaction_3,sulfopropionaldehyde reductase (HpfD)
PMID32571930,reaction_3,NADH
PMID32579353,reaction_1,Silver nanocluster (AgNCs-PMAA)
PMID32579353,reaction_1,TiO2
PMID32579353,reaction_1,g-C3N4
PMID32579353,reaction_1,triethanolamine (TEOA)
PMID32579353,reaction_2,Silver nanocluster (AgNCs-PMAA)
PMID32579353,reaction_2,TiO2 electrode
PMID32579353,reaction_4,Silver nanocluster (AgNCs-PMAA)
PMID32579353,reaction_4,ITO electrode
PMID32580556,reaction_1,Mg2+
PMID32580556,reaction_2,Mg2+
PMID32580556,reaction_3,Mg2+
PMID32581130,reaction_1,cytoplasmic DNA
PMID32581130,reaction_1,RNA:DNA hybrids
PMID32581130,reaction_1,micronuclei
PMID32584503,reaction_1,ferredoxin
PMID32591507,reaction_2,pyridoxal phosphate
PMID32596832,reaction_1,CMP-sialate synthase (CSS) from Neisseria meningitidis
PMID32596832,reaction_1,inorganic pyrophosphatase
PMID32596832,reaction_1,alkaline phosphatase
PMID32601391,reaction_1,Pyridoxal 5'-phosphate
PMID32601391,reaction_1,Heme
PMID32601391,reaction_3,Pyridoxal 5'-phosphate
PMID32601857,reaction_4,ABTS (mediator)
PMID32608439,reaction_1,NADH
PMID32608439,reaction_2,NADH
PMID32608439,reaction_3,NADH
PMID32615907,reaction_1,glutamate dehydrogenase
PMID32615907,reaction_1,3-acetylpyridine adenine dinucleotide (APAD)
PMID32615907,reaction_2,glutamate dehydrogenase
PMID32615907,reaction_2,3-acetylpyridine adenine dinucleotide (APAD)
PMID32617841,reaction_1,Mmp1 T7-like RNA polymerase
PMID32626311,reaction_1,Calcium
PMID32631052,reaction_1,diferric-tyrosyl radical cofactor
PMID32631052,reaction_1,TTP
PMID32631052,reaction_1,Mg2+
PMID32634742,reaction_1,"2,3-diphosphoglycerate"
PMID32634742,reaction_1,lactate dehydrogenase (assay component)
PMID32634742,reaction_1,pyruvate kinase (assay component)
PMID32634742,reaction_1,enolase (assay component)
PMID32636308,reaction_1,DTT
PMID32636308,reaction_1,GSH
PMID32636308,reaction_2,DTT
PMID32636308,reaction_2,GSH
PMID32638277,reaction_1,Cu2+
PMID32638277,reaction_1,Zn2+
PMID32639976,reaction_1,NAD+
PMID32639976,reaction_2,NADH
PMID32640001,reaction_1,Cu(II)
PMID32640001,reaction_1,Ascorbic acid (1 mM)
PMID32640001,reaction_1,"Myriococcum thermophilum cellobiose dehydrogenase (MtCDH) (1 µM, alternative electron donor)"
PMID32640001,reaction_2,Cu(II)
PMID32640001,reaction_2,Ascorbic acid (1 mM)
PMID32640001,reaction_2,"Myriococcum thermophilum cellobiose dehydrogenase (MtCDH) (1 µM, alternative electron donor)"
PMID32640001,reaction_3,Cu(II)
PMID32640001,reaction_3,Ascorbic acid (1 mM)
PMID32640001,reaction_4,Cu(II)
PMID32640001,reaction_4,Ascorbic acid (1 mM)
PMID32640001,reaction_5,Cu(II)
PMID32640001,reaction_5,Ascorbic acid (1 mM)
PMID32640001,reaction_6,Cu(II)
PMID32640001,reaction_6,Ascorbic acid (1 mM)
PMID32643933,reaction_1,PqqD
PMID32643933,reaction_1,ferredoxin
PMID32643933,reaction_1,ferredoxin-NADP+ reductase
PMID32643933,reaction_1,NADPH
PMID32645255,reaction_1,FAD
PMID32645255,reaction_1,NAD+
PMID32645255,reaction_1,NaBr
PMID32645255,reaction_1,PrnF (flavin reductase)
PMID32645255,reaction_1,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_1,iso-propanol
PMID32645255,reaction_2,FAD
PMID32645255,reaction_2,NAD+
PMID32645255,reaction_2,NaBr
PMID32645255,reaction_2,PrnF (flavin reductase)
PMID32645255,reaction_2,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_2,iso-propanol
PMID32645255,reaction_3,FAD
PMID32645255,reaction_3,NAD+
PMID32645255,reaction_3,NaBr
PMID32645255,reaction_3,PrnF (flavin reductase)
PMID32645255,reaction_3,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_3,iso-propanol
PMID32645255,reaction_4,FAD
PMID32645255,reaction_4,NAD+
PMID32645255,reaction_4,NaBr
PMID32645255,reaction_4,PrnF (flavin reductase)
PMID32645255,reaction_4,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_4,iso-propanol
PMID32645255,reaction_5,FAD
PMID32645255,reaction_5,NAD+
PMID32645255,reaction_5,NaBr
PMID32645255,reaction_5,PrnF (flavin reductase)
PMID32645255,reaction_5,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_5,iso-propanol
PMID32645255,reaction_6,FAD
PMID32645255,reaction_6,NAD+
PMID32645255,reaction_6,NaBr
PMID32645255,reaction_6,PrnF (flavin reductase)
PMID32645255,reaction_6,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_6,iso-propanol
PMID32645255,reaction_7,FAD
PMID32645255,reaction_7,NAD+
PMID32645255,reaction_7,NaBr
PMID32645255,reaction_7,PrnF (flavin reductase)
PMID32645255,reaction_7,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_7,iso-propanol
PMID32645255,reaction_8,FAD
PMID32645255,reaction_8,NAD+
PMID32645255,reaction_8,NaBr
PMID32645255,reaction_8,PrnF (flavin reductase)
PMID32645255,reaction_8,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_8,iso-propanol
PMID32645255,reaction_9,FAD
PMID32645255,reaction_9,NAD+
PMID32645255,reaction_9,NaBr
PMID32645255,reaction_9,PrnF (flavin reductase)
PMID32645255,reaction_9,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_9,iso-propanol
PMID32645255,reaction_10,FAD
PMID32645255,reaction_10,NAD+
PMID32645255,reaction_10,NaBr
PMID32645255,reaction_10,PrnF (flavin reductase)
PMID32645255,reaction_10,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_10,iso-propanol
PMID32645255,reaction_11,FAD
PMID32645255,reaction_11,NAD+
PMID32645255,reaction_11,NaBr
PMID32645255,reaction_11,PrnF (flavin reductase)
PMID32645255,reaction_11,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_11,iso-propanol
PMID32645255,reaction_12,FAD
PMID32645255,reaction_12,NAD+
PMID32645255,reaction_12,NaBr
PMID32645255,reaction_12,PrnF (flavin reductase)
PMID32645255,reaction_12,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_12,iso-propanol
PMID32645255,reaction_13,FAD
PMID32645255,reaction_13,NAD+
PMID32645255,reaction_13,NaBr
PMID32645255,reaction_13,PrnF (flavin reductase)
PMID32645255,reaction_13,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_13,iso-propanol
PMID32645255,reaction_14,FAD
PMID32645255,reaction_14,NAD+
PMID32645255,reaction_14,NaBr
PMID32645255,reaction_14,PrnF (flavin reductase)
PMID32645255,reaction_14,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_14,iso-propanol
PMID32645255,reaction_15,FAD
PMID32645255,reaction_15,NAD+
PMID32645255,reaction_15,NaBr
PMID32645255,reaction_15,PrnF (flavin reductase)
PMID32645255,reaction_15,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_15,iso-propanol
PMID32645255,reaction_16,FAD
PMID32645255,reaction_16,NAD+
PMID32645255,reaction_16,NaBr
PMID32645255,reaction_16,PrnF (flavin reductase)
PMID32645255,reaction_16,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_16,iso-propanol
PMID32645255,reaction_17,FAD
PMID32645255,reaction_17,NAD+
PMID32645255,reaction_17,NaBr
PMID32645255,reaction_17,PrnF (flavin reductase)
PMID32645255,reaction_17,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_17,iso-propanol
PMID32645255,reaction_18,FAD
PMID32645255,reaction_18,NAD+
PMID32645255,reaction_18,NaBr
PMID32645255,reaction_18,PrnF (flavin reductase)
PMID32645255,reaction_18,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_18,iso-propanol
PMID32645255,reaction_19,FAD
PMID32645255,reaction_19,NAD+
PMID32645255,reaction_19,NaBr
PMID32645255,reaction_19,PrnF (flavin reductase)
PMID32645255,reaction_19,RR-ADH (alcohol dehydrogenase)
PMID32645255,reaction_19,iso-propanol
PMID32645646,reaction_1,fatty acid free bovine serum albumin
PMID32645646,reaction_1,KCN
PMID32650010,reaction_1,Fe(II)
PMID32650010,reaction_1,N-oxalylglycine
PMID32651359,reaction_1,MgCl2
PMID32651359,reaction_2,MgCl2
PMID32651359,reaction_3,MgCl2
PMID32651359,reaction_4,MgCl2
PMID32651359,reaction_5,MgCl2
PMID32651359,reaction_5,CaCl2
PMID32653619,reaction_1,FAD
PMID32653619,reaction_2,FAD
PMID32653619,reaction_3,FAD
PMID32653619,reaction_4,FAD
PMID32653636,reaction_1,Bovine catalase
PMID32658470,reaction_1,MgCl2
PMID32658470,reaction_1,RiboLock RNase inhibitor
PMID32658470,reaction_2,MgCl2
PMID32658470,reaction_2,RiboLock RNase inhibitor
PMID32658470,reaction_3,MgCl2
PMID32658470,reaction_3,RiboLock RNase inhibitor
PMID32658470,reaction_4,MgCl2
PMID32658470,reaction_4,RiboLock RNase inhibitor
PMID32658470,reaction_5,MgCl2
PMID32658470,reaction_5,RiboLock RNase inhibitor
PMID32658470,reaction_6,MgCl2
PMID32658470,reaction_6,RiboLock RNase inhibitor
PMID32658470,reaction_7,MgCl2
PMID32658470,reaction_7,RiboLock RNase inhibitor
PMID32658470,reaction_8,MgCl2
PMID32658470,reaction_8,RiboLock RNase inhibitor
PMID32658470,reaction_9,sgRNA 2
PMID32658470,reaction_9,sgRNA 2Az
PMID32658470,reaction_9,sgRNA 2Cy3
PMID32658470,reaction_9,MgCl2
PMID32659673,reaction_1,FAD
PMID32659673,reaction_2,FAD
PMID32659673,reaction_3,FAD
PMID32659673,reaction_4,FAD
PMID32659673,reaction_5,FAD
PMID32661062,reaction_1,2-oxoglutarate
PMID32661062,reaction_1,ascorbate
PMID32661062,reaction_1,FeSO4
PMID32661062,reaction_1,catalase
PMID32661062,reaction_2,2-oxoglutarate
PMID32661062,reaction_2,ascorbate
PMID32661062,reaction_2,FeSO4
PMID32661062,reaction_2,catalase
PMID32661062,reaction_3,2-oxoglutarate
PMID32661062,reaction_3,ascorbate
PMID32661062,reaction_3,FeSO4
PMID32661062,reaction_3,catalase
PMID32661062,reaction_4,2-oxoglutarate
PMID32661062,reaction_4,ascorbate
PMID32661062,reaction_4,FeSO4
PMID32661062,reaction_4,catalase
PMID32661062,reaction_5,2-oxoglutarate
PMID32661062,reaction_5,ascorbate
PMID32661062,reaction_5,FeSO4
PMID32661062,reaction_5,catalase
PMID32661062,reaction_6,2-oxoglutarate
PMID32661062,reaction_6,ascorbate
PMID32661062,reaction_6,FeSO4
PMID32661062,reaction_6,catalase
PMID32661062,reaction_7,2-oxoglutarate
PMID32661062,reaction_7,ascorbate
PMID32661062,reaction_7,FeSO4
PMID32661062,reaction_7,catalase
PMID32661062,reaction_8,2-oxoglutarate
PMID32661062,reaction_8,ascorbate
PMID32661062,reaction_8,FeSO4
PMID32661062,reaction_8,catalase
PMID32661062,reaction_9,2-oxoglutarate
PMID32661062,reaction_9,ascorbate
PMID32661062,reaction_9,FeSO4
PMID32661062,reaction_9,catalase
PMID32661062,reaction_10,2-oxoglutarate
PMID32661062,reaction_10,ascorbate
PMID32661062,reaction_10,FeSO4
PMID32661062,reaction_10,catalase
PMID32661062,reaction_11,2-oxoglutarate
PMID32661062,reaction_11,ascorbate
PMID32661062,reaction_11,FeSO4
PMID32661062,reaction_11,catalase
PMID32661062,reaction_12,2-oxoglutarate
PMID32661062,reaction_12,ascorbate
PMID32661062,reaction_12,FeSO4
PMID32661062,reaction_12,catalase
PMID32661062,reaction_13,2-oxoglutarate
PMID32661062,reaction_13,ascorbate
PMID32661062,reaction_13,FeSO4
PMID32661062,reaction_13,catalase
